fineAGE,Left.Cerebellum.White.Matter,Left.Cerebellum.Cortex,Left.Thalamus.Proper,Left.Caudate,Left.Putamen,Left.Pallidum,Left.Hippocampus,Left.Amygdala,Left.Accumbens.area,Left.VentralDC,Right.Cerebellum.White.Matter,Right.Cerebellum.Cortex,Right.Thalamus.Proper,Right.Caudate,Right.Putamen,Right.Pallidum,Right.Hippocampus,Right.Amygdala,Right.Accumbens.area,Right.VentralDC
6.08,9.67825883812041,43.788141381454345,5.977717133967529,2.840635343755463,4.61163235853531,1.422065557257446,2.939650239641859,0.983312129594346,0.6982970233933141,2.883893517171795,9.124752814600026,42.8797687855967,5.778327946475059,3.165715918409183,4.640825708823564,1.4364495678027334,3.0628255528977784,1.0875176300066967,0.5854935712015973,2.925246368293127
6.083,9.679887997997211,43.79027643759912,5.978187064134288,2.8412266933684958,4.612292828228897,1.4224773974338067,2.9400543282589697,0.9834726399922266,0.6980912693933664,2.8838290615375612,9.126436500123878,42.88109524010063,5.778607163157644,3.1660909968249604,4.641309097754346,1.4366989459016224,3.0630924635864614,1.0875386656313686,0.585396088590541,2.9249337635325543
6.17,9.727698086618854,43.85535914932611,5.992289562756811,2.858801732887899,4.631753635975358,1.4345737667428928,2.951986928173177,0.9881959210121123,0.6919977623685913,2.8819713633016675,9.175908148451121,42.9224066958564,5.787068721611021,3.1772410887375178,4.655503407560534,1.4440114786684297,3.070958854830004,1.0881788659894471,0.5824995366821081,2.9157514346651285
6.25,9.772624487563018,43.920607476321486,6.006067037580534,2.8756893853075116,4.650172771247865,1.4459579295865246,2.9633246242680413,0.9926560115886172,0.6861784552562468,2.880282782867133,9.222499460104501,42.96524730854309,5.795471011560031,3.1879595444608193,4.668856000443419,1.4508731163506816,3.0784072745929216,1.088819029072363,0.5797173598737118,2.9071086386143064
6.33,9.81847362006378,43.99103152096227,6.020620234558424,2.8932732739328273,4.6690940762387685,1.4575922142298026,2.9750122034063806,0.9972280481882763,0.6801521232222478,2.8786130266992878,9.270144798850339,43.012737566417,5.804468795203512,3.1991239859496674,4.682496357619136,1.457866461454078,3.086061640751492,1.0895085076987283,0.5768214769090121,2.898274920165219
6.42,9.871156846690884,44.07644517118116,6.037919811545956,2.9138873684759363,4.690980794095058,1.4709797581671296,2.988578949512417,1.0025053998436946,0.6731250402073343,2.8767570518917385,9.325005696698362,43.071721885537976,5.815303102859101,3.212217074985001,4.698185727698092,1.465891406222236,3.0949189729809388,1.0903431186389192,0.5734276941837683,2.888108774980819
6.5,9.918966783749413,44.15786761581843,6.054121418101456,2.9329507590383703,4.710969209737557,1.4831455516346552,3.0010100301181417,1.0073153217425566,0.6666587802148202,2.875127297290607,9.374890843015676,43.1290926394347,5.8255663106033335,3.2243292362256355,4.712437583996076,1.4731646295955645,3.1030109752302737,1.0911373927951153,0.5702901856369234,2.8788693464354176
6.58,9.96769945236454,44.24446577810111,6.071098746811123,2.952710385806507,4.731459795098452,1.495561466901827,3.013790993767342,1.0122371896645728,0.6599854953006515,2.873516366956164,9.425830016425447,43.19111303851864,5.836425012042039,3.2368873832318164,4.726977204586891,1.480569560390038,3.1113089238752627,1.0919809824947613,0.5670389709337751,2.869438995491751
6.66,10.017354852536263,44.336239658029186,6.08885179767496,2.9731662487803465,4.752452550177746,1.5082275039686446,3.0269218404600178,1.0172710036097434,0.6531051854648288,2.871924260888411,9.47782321692768,43.257783082789786,5.847879207175216,3.249891516003543,4.741804589470539,1.4881061986056558,3.1198128189159053,1.092873887737857,0.5636740500743231,2.859817722149819
6.67,10.023626657120301,44.34807531066714,6.091125471996905,2.97577218576029,4.755111953370982,1.5098283452910344,3.0285877974480964,1.0179081015576428,0.6522305902955471,2.871726571211193,9.484396478270396,43.266443766500906,5.8493528522172555,3.251548390974149,4.743678246007835,1.4890575390606573,3.1208902864019303,1.0929889683923926,0.5632454400027765,2.8586016387509496
6.75,10.074320130293195,44.4456718729463,6.10975121028418,2.997011314465545,4.7766696493834715,1.522775769382454,3.042112262564682,1.0230678547788619,0.6451173774228631,2.870155642443464,9.537575459251645,43.338344661607664,5.8614769777567135,3.2650542577321153,4.758829365720918,1.496742348125063,3.129625871137683,1.0939373536218693,0.5597525997174833,2.848765577710969
6.83,10.125936335022683,44.548444152870864,6.129152670725625,3.0189466793765027,4.798729515114359,1.5359733152735193,3.055986610724743,1.0283395540232354,0.6377971396285249,2.8686035379424246,9.591808467325352,43.414895201901636,5.874196596990643,3.2790061102556285,4.774268249726832,1.5045588646106134,3.1385674022690897,1.0949350543947955,0.5561460532758864,2.8387385942727232
6.92,10.185107517907102,44.670249567784026,6.1519065441096545,3.044456184740959,4.8241471138031295,1.5511195281146073,3.072013471980216,1.034404026153957,0.6293144126332295,2.8668799212600313,9.654080493167227,43.50657233874519,5.889217969685487,3.2952350367049608,4.791980962489761,1.5135098771836946,3.1488727950929776,1.0961164152498677,0.5519527741391331,2.8272300259755205
