fineAGE,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_cuneus_thickness,lh_entorhinal_thickness,lh_fusiform_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_lingual_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_paracentral_thickness,lh_parsopercularis_thickness,lh_parsorbitalis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precentral_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_rostralmiddlefrontal_thickness,lh_superiorfrontal_thickness,lh_superiorparietal_thickness,lh_superiortemporal_thickness,lh_supramarginal_thickness,lh_transversetemporal_thickness,lh_insula_thickness,rh_caudalanteriorcingulate_thickness,rh_caudalmiddlefrontal_thickness,rh_cuneus_thickness,rh_entorhinal_thickness,rh_fusiform_thickness,rh_inferiorparietal_thickness,rh_inferiortemporal_thickness,rh_isthmuscingulate_thickness,rh_lateraloccipital_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_middletemporal_thickness,rh_parahippocampal_thickness,rh_paracentral_thickness,rh_parsopercularis_thickness,rh_parsorbitalis_thickness,rh_parstriangularis_thickness,rh_pericalcarine_thickness,rh_postcentral_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_precuneus_thickness,rh_rostralanteriorcingulate_thickness,rh_rostralmiddlefrontal_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_superiortemporal_thickness,rh_supramarginal_thickness,rh_transversetemporal_thickness,rh_insula_thickness
1,1.0890832235134684,0.9732546239599593,0.8568992206234203,1.0131501395375277,1.0543540694634905,1.0163901418313532,1.1278154181477797,0.9340186172966004,0.9090313730496549,1.2201228782368352,0.8760390967895025,1.254263270991569,1.0901448454360134,0.9311801815135012,0.9392370593210452,1.0074853540164956,1.0825406701085578,1.0158528524004866,0.7124423708134331,0.8188316834210542,0.9647600065702455,0.8914278317506429,0.9980936048465865,1.2342142773914033,1.0611199016528656,1.132629236989029,0.9041472322576012,1.0273904272662022,1.016405223952705,0.9510746542225048,1.1984567984273458,1.0879869695174271,0.9710230386857647,0.8630821915500301,1.0333907962687885,1.0746880263729608,1.0173547922843815,1.1162123749183326,0.9510681328377527,0.9113933935308572,1.1992731888417743,0.8980928145422231,1.2498274767081328,1.0981720011928255,0.900698989109172,0.9384169776363207,0.9945699323613115,1.0708560496913127,0.9981609879213876,0.7399257816546811,0.8107602350534704,0.9774589440293459,0.8819889571391238,0.9951027117226063,1.244554186479343,1.0456781354036246,1.1229695038273486,0.9062321484053659,1.0327187276028216,1.0042580715575715,0.9608754960173145,1.1922745264601704
1.083,1.0895405686209605,0.9745225261106887,0.8566173558058044,1.0217170783554974,1.0541987626926037,1.0157887523915379,1.12727618954869,0.933254847331307,0.9082474836274912,1.2165695014396682,0.8767406503416507,1.2476931114006347,1.0893760008607225,0.9334539407966552,0.9409065056377361,1.0076220368905686,1.08116453270493,1.0146193862295372,0.7132844136302692,0.8197675620262149,0.9657309267158398,0.893941894384658,0.9972431835565689,1.2311962667023149,1.0586951260508863,1.131354090350869,0.9038418527749109,1.029171407604718,1.0161847356262628,0.9508027219984039,1.1987943535743935,1.0853964544634682,0.9725887641607913,0.8624289818561632,1.0428972025394592,1.074164131191755,1.0166391322300488,1.1161468468297688,0.9491396128560219,0.9115330171637074,1.196496334171532,0.8985624152273988,1.2439347786104917,1.0976468771692123,0.90373851131243,0.9395476784155651,0.9953685683086655,1.0714047875197934,0.9978360241549349,0.739568517584249,0.8115179731667561,0.9771116762622544,0.8843269216054747,0.9943847418963608,1.2417564314015002,1.0434432807991068,1.1215368516163275,0.9059496710935991,1.0350404029173783,1.0039517448701656,0.9615497935642638,1.1930542767047152
1.17,1.0899931150752609,0.9758302024154263,0.8562927951690436,1.0304688123729697,1.0540453108775705,1.0151736033939247,1.1267178976677443,0.9324781197068168,0.9074425005419958,1.212917133203282,0.8774450090526804,1.240949200614403,1.0885914328622797,0.9357909759406401,0.9426290177058326,1.0077641172884029,1.0797521816097952,1.0133532054153946,0.7141016112591712,0.8207223242230968,0.9667356802380915,0.8965298635638099,0.9963675194668178,1.2280781674238466,1.0562116645660033,1.1300500140543037,0.9035236763295754,1.03099825480395,1.0159584830399218,0.9505253128111343,1.1991501724696374,1.082751854284331,0.9741949214108783,0.8617230813032424,1.0526081018145934,1.0736267579341066,1.0159057079368787,1.1160729097051325,0.9471788541830478,0.9116675449106966,1.1936396183540843,0.8990276711325188,1.2378825219144631,1.0971130604673922,0.9068601915354918,0.9407199438541858,0.9961890162195355,1.0719615591628946,0.9975057711512687,0.7391635960494003,0.81228879390662,0.9767656653483064,0.8867350868785524,0.9936423695885284,1.2388764817649074,1.0411550750709215,1.1200761363640028,0.905654705644859,1.0374214296587276,1.0036418033966448,0.9622188834154225,1.1938556519607118
1.25,1.09038500538255,0.9770133961117118,0.8559680513818413,1.0383103658887078,1.0539126423604792,1.0146217003372413,1.126210780036277,0.9317854319051359,0.9067173572120173,1.2096239031338654,0.878064688318029,1.2348769714198153,1.087889258084463,0.9378981477605746,0.9441881955626731,1.0078936913464476,1.0784806632673984,1.012213046333328,0.7147939575884038,0.8215765825157954,0.9676478864324797,0.8988669209960019,0.995576530483264,1.2252519219068487,1.0539805682392762,1.1288802420601756,0.903232834758115,1.032642014731052,1.015754826306853,0.9502771145597497,1.199479165298554,1.080383955532054,0.9756402091918126,0.861054817287435,1.061308541670127,1.0731432534951295,1.015246403067919,1.116000178197229,0.9454306906386669,0.9117805671480828,1.191061498874079,0.8994311247566507,1.2324296248000668,1.0966372026326439,0.9096725964934578,0.9417862120074979,0.9969283869656985,1.0724569018460288,0.9972114590906772,0.7387637576322382,0.8129764255604924,0.97646374738772,0.888911126053289,0.9929689408004766,1.2362757999131733,1.0391000753642474,1.1187699680901702,0.9053844894809545,1.0395634225935233,1.003366869827755,0.9628000799690776,1.1945781379114917
1.33,1.0907536675573049,0.9781781301446794,0.8556181126488535,1.0459545368946672,1.0537880568136209,1.0140829720772002,1.1257096544652465,0.9311133855374196,0.9060066531649238,1.206393206677186,0.87865753461982,1.2289284002660499,1.087205542765169,0.9399652467530933,0.9457236691931792,1.0080222358632775,1.0772352003102006,1.0110960202954253,0.7154296813870408,0.8224081495919114,0.9685488781689603,0.9011630832504784,0.9947991648528486,1.2224649312021425,1.0517998157860753,1.1277386172501462,0.9029436549545373,1.0342511882471899,1.015555377116,0.9500355181349035,1.1998098855911223,1.078077295107346,0.9770551847082753,0.8603681963287788,1.0697894627747002,1.0726699352979676,1.0146015731921905,1.1159229021649493,0.9437350616442406,0.9118833556724092,1.1885300818031634,0.8998112318918555,1.2270844128585503,1.0961757238139043,0.912429331423183,0.9428412925415492,0.9976533250273997,1.0729363104055163,0.9969261231856017,0.7383375749986242,0.8136437755123653,0.9761774011586479,0.8910504076959823,0.9923043382778647,1.2337206727432657,1.037092115192563,1.11749926632181,0.9051152471447276,1.0416599477991622,1.0031015842444195,0.9633486456418769,1.195286817072961
1.42,1.091140647626735,0.9794663908654582,0.8551943157406083,1.0543182954951524,1.0536575597487619,1.0134926507837654,1.1251530505825766,0.9303820063377751,0.9052243705672672,1.2028334203723974,0.8792924129325824,1.2223840677199842,1.0864584278524774,0.9422428335681567,0.9474227430694581,1.0081656178212286,1.0758651988109738,1.0098670172196371,0.7160771890419048,0.8233165394577213,0.9695490890907834,0.9036973832696512,0.9939409126829292,1.2193764884271647,1.0494066459375484,1.1264879340198564,0.9026203140074345,1.0360201668834883,1.0153360261040945,0.9497716134027356,1.2001840107791577,1.075555501067972,0.9786107995356697,0.8595738054670417,1.0790681055103386,1.0721496280683307,1.0138934417223429,1.1158305345018402,0.9418902742297536,0.911986760277135,1.1857380615717474,0.9002109460689153,1.2211997668575523,1.0956737475603955,0.915464115138493,0.9440148854412093,0.9984516287786674,1.0734565987777676,0.996615849603282,0.7378266299645803,0.8143703012363007,0.9758738747362674,0.8934131628064914,0.9915672105853346,1.23090060675774,1.0348893869435851,1.1161121203897273,0.9048135135448677,1.0439641905104982,1.0028146703209004,0.9639267779240035,1.1960675777017653
1.5,1.0914599500198556,0.9805918981138753,0.8547908377478266,1.061543028667833,1.0535501505136484,1.0129819189665892,1.1246646581399729,0.9297538230172343,0.9045443499963046,1.1997356078427854,0.8798282391868136,1.2166982699029658,1.0858139388825427,0.9442247778024175,0.9489078452190033,1.0082919745629781,1.0746751035473239,1.0087991489005828,0.7165925899630258,0.8240998876986002,0.9704262501042105,0.9059066432714822,0.9931924966779326,1.2166729141985773,1.0473328742155905,1.1254061219760372,0.9023346654606073,1.037555844276326,1.0151455179404492,0.9495440458592834,1.2005184019319861,1.0733789720893483,0.9799613614901302,0.8588481760048315,1.0870825492691223,1.0716979556350266,1.013279371207231,1.1157436013552597,0.9403062811539806,0.9120678021612095,1.1833058871201465,0.9005414419151503,1.2160833859084057,1.0952428241506749,0.9181025512582072,0.9450461922843314,0.999145897385887,1.073902147324505,0.9963495880286781,0.7373444658710057,0.8149945525714244,0.975620618436663,0.8954743346935923,0.9909213638767822,1.228442283286713,1.0329813857837538,1.1149167849454962,0.9045463405924552,1.045964096791679,1.002569886706868,0.9644060029749847,1.1967469174359486
1.58,1.0917560242804423,0.9816989456989743,0.8543621648092594,1.0685703793307348,1.053450824248768,1.0124843619460553,1.1241822577578053,0.9291462811306583,0.9038787687082273,1.196700328925911,0.8803372324774872,1.2111361301267698,1.0851879093711299,0.9461666492092625,0.9503692431422139,1.0084173017635136,1.0735110636688734,1.0077544136256922,0.7170513683535511,0.8248605447228968,0.97129219665973,0.9080750080955975,0.9924577040260741,1.2140085947822814,1.0453094463671586,1.1243524571163166,0.9020506786816624,1.0390569352581993,1.0149592173190194,0.9493230801423695,1.2008545205484658,1.0712636814382936,0.9812816111801193,0.8581041895997726,1.094877474276946,1.071256469443538,1.0126797756853503,1.1156521236843029,0.9387748226281621,0.9121386103322244,1.1809204150776345,0.9008485912724583,1.2110746901321385,1.0948262797569634,0.9206853173496811,0.9460663115081928,0.9998257333086445,1.0743317617475954,0.9960923026095903,0.7368359575609787,0.8155985222045483,0.975382933868573,0.8974987490486498,0.9902843434336696,1.2260295144975122,1.0311204241589116,1.1137569160067375,0.9042801414677201,1.0479185353437033,1.00233475107839,0.9648525971451103,1.1974124503808212
1.66,1.0920288704084953,0.9827875336207554,0.853908296924907,1.0754003474838585,1.05335958095412,1.0119999797221637,1.123705849436074,0.9285593806780473,0.9032276267030348,1.1937275836217747,0.8808193928046032,1.205697648391396,1.0845803393182392,0.948068447788692,0.9518069368390903,1.0085415994228346,1.0723730791756219,1.0067328113949658,0.7174535242134807,0.8255985105306112,0.9721469287573419,0.9102024777419971,0.9917365347273541,1.2113835301782772,1.043336362392253,1.1233269394406948,0.9017683536706003,1.0405234398291079,1.0147771242398052,0.9491087162519941,1.2011923666285975,1.0692096291148083,0.9825715486056366,0.8573418462518648,1.1024528805338096,1.070825169493865,1.0120946551567012,1.1155561014889692,0.9372958986522981,0.9121991847901797,1.1785816454442117,0.9011323941408392,1.2061736795287517,1.094424114379261,0.9232124134129143,0.9470752431127933,1.0004911365469402,1.0747454420470388,0.9958439933460183,0.7363011050344999,0.8161822101356726,0.9751608210319971,0.8994864058716637,0.9896561492559967,1.2236623003901377,1.0293065020690593,1.1126325135734516,0.9040149161706623,1.0498275061665707,1.0021092634354665,0.9652665604343802,1.1980641765363829
1.67,1.092061342946433,0.9829223091659011,0.8538497919197374,1.0762402150452803,1.0533487438761335,1.0119403582970663,1.123646719712607,0.9284874694722965,0.9031472492144637,1.193360387353403,0.8808777761527425,1.2050265328804695,1.0845056909923052,0.9483033549904432,0.9519849818477857,1.0085570642406332,1.0722326631332373,1.0066067376582926,0.7174998124242894,0.8256891607804095,0.9722529817529717,0.910465536005614,0.9916473464570317,1.2110581572067658,1.043093266698997,1.123200728830124,0.9017331798872718,1.0407043210434506,1.0147546584477154,0.9490823849566257,1.2012347188509018,1.06895717839428,0.9827306594527306,0.8572452626108323,1.103384371403741,1.0707719732202834,1.0120225328635817,1.1155437791776823,0.9371147269908588,0.9122060370394746,1.1782925830031732,0.9011662279493842,1.2055686248170463,1.0943748547316114,0.9235243861219578,0.9472005729338892,1.000573297153601,1.0747960317164,0.9958135858240065,0.7362323961409706,0.8162537450698912,0.9751341518147971,0.8997322784605686,0.9895782455805762,1.2233696016902817,1.0290830692751318,1.1124944570079567,0.9039818314807885,1.0500629305697227,1.0020817558540855,0.9653160114867287,1.1981446715159545
