fineAGE,sex,ct,Left.Cerebellum.White.Matter,Left.Cerebellum.Cortex,Left.Thalamus.Proper,Left.Caudate,Left.Putamen,Left.Pallidum,Left.Hippocampus,Left.Amygdala,Left.Accumbens.area,Left.VentralDC,Right.Cerebellum.White.Matter,Right.Cerebellum.Cortex,Right.Thalamus.Proper,Right.Caudate,Right.Putamen,Right.Pallidum,Right.Hippocampus,Right.Amygdala,Right.Accumbens.area,Right.VentralDC
3.08,1,10,7.13072847104058,39.988609592732665,5.071769111336702,1.9226623240942997,3.367152928510161,0.6557373658949686,2.3846004089611137,0.6618891044725366,0.4225791153284157,2.3874485086314534,6.730264684661498,39.547467757422055,4.822926260921248,2.5354800550093706,3.5140209303145666,0.8072097956585629,2.4418569319979517,0.8377783688106719,0.3855213544030023,2.403403528606041
4.17,1,10,7.34920771285048,38.59896791936057,4.9179694671078895,1.8551844092633574,3.397029504872733,0.7445115203069872,2.3850377749023015,0.6952027012690967,0.44532006235469374,2.3561540697365526,6.824774303778756,38.084128486255885,4.7078872275894685,2.485170296693753,3.5692595302661743,0.890068260689818,2.4868465053969175,0.8389440582851889,0.3854315329570053,2.3525299422160666
4.92,1,10,7.528157459239079,38.20079951467647,4.895776568577478,1.9351865643455923,3.471726954951138,0.8421654889596134,2.4230604803947866,0.7281076529891055,0.454407526335299,2.3366506901897046,6.99625104163675,37.57853353839225,4.762840946905652,2.4986363308612547,3.638292329062969,0.9657339916867547,2.5385921260995614,0.8514775071366523,0.3960398852803259,2.3367719466912664
1.92,0,10,7.2032575656033915,42.52285548548238,5.393620392436436,2.2337161835855204,3.4377532170735927,0.6357088798095818,2.500908472171883,0.6445861313110046,0.38808365083150637,2.424591067763817,7.024617171027838,42.05287465903974,5.206158620822098,2.6799600002411137,3.51391183517376,0.7582387310515609,2.5316761873643356,0.8606189182510687,0.39799969917514727,2.4873262114480665
4.42,0,10,7.664415800663917,38.41570100016828,4.902996422602616,1.8707796367265064,3.417024653742646,0.773887296977385,2.4397253610093124,0.7052530769280532,0.44907937675731674,2.349469112491552,7.064403867469158,37.87019014568666,4.71475934566772,2.4853036450079227,3.589460265026254,0.9136898992759721,2.600709654865163,0.8421198658403627,0.38807852156604405,2.345633455398548
1.25,0,10,7.100442690678432,44.482378099037,5.653822950979915,2.5147547711198737,3.526633336491913,0.6605443728699265,2.5753615300288786,0.642715292300809,0.36139048822610936,2.4478472564658897,7.179583753080802,43.945348281518044,5.5363943414097285,2.806130182150174,3.5414134951565157,0.7498839638598653,2.545020735210892,0.8852752588210353,0.40194595729201543,2.54030645122614
3.16,0,10,7.40291420922213,39.85394582567423,5.055584317955663,1.9101441978186688,3.3661757584095735,0.6600042384806833,2.4278540500410277,0.6637620547722105,0.42455422071890503,2.38503284089606,6.923015585572097,39.41071582475274,4.806261852295876,2.528972310538442,3.516258627386827,0.8121247536368206,2.5424442046457143,0.8371335889460657,0.3849355377461997,2.398564414652069
5.83,1,10,7.763414692651911,38.3285040697392,4.960396519877795,2.1569639318368186,3.621623734219,0.9971037472921784,2.51048636244499,0.779277093458572,0.45391020923952713,2.31520814727132,7.319871303911292,37.51380911778124,4.953277552913411,2.567608407846554,3.756012807807631,1.075739453728448,2.6241982328996563,0.8778201955288986,0.4154500724251452,2.3330508001607324
3.08,1,10,7.13072847104058,39.988609592732665,5.071769111336701,1.9226623240942997,3.367152928510162,0.6557373658949684,2.3846004089611132,0.6618891044725365,0.42257911532841547,2.3874485086314534,6.730264684661498,39.54746775742206,4.822926260921247,2.53548005500937,3.5140209303145666,0.8072097956585627,2.4418569319979513,0.8377783688106719,0.38552135440300234,2.403403528606041
1.42,0,10,7.127489181143725,43.95081579411622,5.582650126344827,2.437101164385936,3.500746943614466,0.6516974782639582,2.5541470135616735,0.6426451139969005,0.36878507142344447,2.4418214275708756,7.133595162391247,43.434291857086556,5.445994911153422,2.7711552281877223,3.532524527269478,0.750574739851513,2.5403642529622585,0.8782407508086987,0.4015870237754636,2.527054489976464
2.08,1,10,6.969359034138438,42.10860785729416,5.339530585357643,2.176980149272205,3.421738124757291,0.633749665398716,2.441328496496533,0.6458961131908232,0.39359613619043377,2.419232652825742,6.805940473426575,41.649180728459235,5.138273090771138,2.654456909863957,3.5103298291189917,0.7624403856102817,2.431975506501758,0.85596213564206,0.3963091628649281,2.4747072713487124
3.67,1,10,7.242548217422296,39.117134110637885,4.970641791103841,1.858515598625544,3.371751210601582,0.6956829134064214,2.376773437556177,0.6778185873659023,0.4360475410947862,2.3700754764147023,6.758588717720514,38.6482252412384,4.730783748243084,2.497969589290406,3.5372886552625666,0.8478777560785169,2.4617706832748167,0.8357800025060498,0.38319387993213244,2.3716967555923953
1.33,0,10,7.113303058550917,44.229319790839924,5.619893513322271,2.47769774922405,3.514169034082986,0.6561655859960288,2.5651814189500035,0.642636715248299,0.36492866969546994,2.445000983629988,7.157376603332348,43.7022357151913,5.493326864489289,2.789420513292371,3.53706858403025,0.750086837955784,2.5427218911252107,0.8818998721925682,0.401843262866956,2.5341027515233687
5.92,1,10,7.786712198125558,38.37752595526385,4.972241800468829,2.185543172718474,3.639979571242809,1.0144542315018774,2.5215929934015895,0.7850181602009707,0.45294967231658373,2.313219814338614,7.358721771142463,37.54010061917965,4.978282214368096,2.57756565946789,3.769678835202616,1.0876205779283972,2.634026884804451,0.8810116376781494,0.4173595429873006,2.3331655286202357
2.33,0,10,7.265253020055999,41.50279211470742,5.261227099359704,2.096888052052865,3.400735823961174,0.6337376914977776,2.467451412257307,0.6486235996293539,0.4016667031575251,2.411010870683094,6.964469335178581,41.05564244877791,5.041431190940288,2.618179701537814,3.507037307159609,0.7706715115574181,2.5301351282833116,0.8496497229491764,0.39342317235658497,2.4554175176409148
2.83,1,10,7.087597493291991,40.44279298242666,5.127346362349234,1.9694191340236284,3.373443225837609,0.6447689692093376,2.393657190950309,0.6566095341534863,0.416103562353073,2.39511879858595,6.734570739513412,40.00478596325932,4.883370370763497,2.5586912741105206,3.508882857757396,0.793096067770338,2.436574074834417,0.8405613624403517,0.3877712946790066,2.4195029420549288
2.67,1,10,7.061143503997179,40.759995904763535,5.166891379037368,2.0053471217993115,3.380042635933961,0.6396468828013855,2.4012466820212057,0.6536831849444866,0.4117094402360536,2.4001242585236082,6.742432667627395,40.321299046579625,4.928633507208161,2.5758321313836823,3.507069283321569,0.7850685453538069,2.434177645207364,0.8429570526160004,0.3894707116304801,2.430513683314402
3.25,1,10,7.161439568987442,39.70863568773152,5.038303655789401,1.897488322181542,3.3656766917879315,0.6652395479682711,2.3803934885603475,0.6659761160115116,0.4267208027971956,2.38233771557502,6.732886745026402,39.26242767951261,4.78907608424187,2.522184190369027,3.5191200048493942,0.817882005481761,2.4465215685000046,0.8365496699700775,0.38436740486463744,2.393313718216983
6.58,0,10,8.206830078718902,38.937174488262976,5.0891058216504845,2.4271045286121313,3.7940088873293796,1.152092153990681,2.662002431277843,0.8309093010276872,0.43961206626221616,2.299366675853798,7.873106951863175,37.91271546024212,5.1889708380251065,2.6678326104680075,3.8810247541943457,1.1798497438666888,2.8121082681842497,0.9072107830234357,0.4288534174407461,2.333757715428352
1.33,0,10,7.113303058550917,44.22931979083992,5.619893513322271,2.47769774922405,3.514169034082986,0.6561655859960288,2.5651814189500035,0.6426367152482986,0.36492866969547,2.445000983629988,7.15737660333235,43.7022357151913,5.493326864489289,2.789420513292371,3.5370685840302496,0.7500868379557839,2.5427218911252103,0.8818998721925677,0.4018432628669559,2.5341027515233687
6.67,1,10,7.9690777758565305,39.040784020829,5.109132546836266,2.464093758513326,3.81766104560191,1.172229773367258,2.631369057419309,0.8376870340398592,0.4368471636233765,2.2975768801088265,7.730065080540563,37.98804618822438,5.220993270317142,2.6824936182103403,3.897725795615288,1.193095719961515,2.725484096883494,0.9111348694733085,0.42991339464490164,2.33358768669248
6.08,0,10,8.085574042932949,38.480850091616205,4.995724208806889,2.2390468248417124,3.6741814507662367,1.046157813436552,2.58786167715236,0.7955296603787615,0.45076485578581305,2.309743826069429,7.622894230337903,37.60137120732019,5.025100362206427,2.5966611456453745,3.794873258431018,1.1091642917260083,2.7506064600640623,0.886921709159158,0.4206113564778219,2.3334247809990605
3.42,0,10,7.451228880231033,39.45203338272292,5.008341070594519,1.8777218604737445,3.3664680652003414,0.6763762064641672,2.423196686317063,0.6704688008277766,0.4306530598601719,2.377311925847853,6.932071819269946,38.99838365565167,4.7611362111921824,2.5109022302012285,3.525518515019041,0.8294079152544354,2.5505550979931177,0.8358525833039667,0.3835833161517389,2.3839776911002786
2.42,1,10,7.021329416747995,41.297071647372235,5.234892305175256,2.070676823289158,3.3943754951576146,0.6346397670640171,2.4159070596285623,0.6498105593325805,0.4044239522602926,2.4080960308742942,6.762706684283835,40.85308422611831,5.00941325384866,2.606186091261162,3.5065399357667806,0.7741263317580451,2.4319706127366523,0.8476658172819813,0.39235751991621853,2.4486522300332965
5.33,1,10,7.6330734690831825,38.17544437887794,4.912467377005013,2.01931622591352,3.531220304593199,0.9072441635344327,2.4568465678981455,0.7496198476764467,0.4560747487940013,2.3266882818632544,7.126435671275794,37.47490501254742,4.833610050631408,2.5225689214739067,3.686722501077412,1.012953561445335,2.5740611859907876,0.8619491822837781,0.4044593711112733,2.3336064650518527
2.17,1,10,6.982941223673045,41.884691507611855,5.310468642974945,2.146928402588755,3.4136123555374915,0.6333178085641892,2.433984263832358,0.6467819413073632,0.3965743504644358,2.4162516339543645,6.792737841245726,41.43027609693835,5.102091394538366,2.640895380880306,3.5088207863841787,0.7651708571595954,2.4316371698056862,0.8535540156438115,0.3952936043310998,2.4676905594183625
1.33,1,10,6.855423997317266,44.22931979083991,5.619893513322271,2.47769774922405,3.514169034082987,0.6561655859960287,2.5197512414107157,0.6426367152482988,0.3649286696954698,2.445000983629988,6.965300359886889,43.70223571519131,5.493326864489287,2.789420513292371,3.537068584030251,0.7500868379557839,2.444221574124735,0.8818998721925679,0.4018432628669559,2.5341027515233687
5,0,10,7.806217506585892,38.18517725346238,4.897433384742319,1.949455418302529,3.482299688373687,0.8542345181660213,2.4743614314746356,0.7321079805460018,0.45494427523712566,2.3346679805881565,7.211711560315076,37.548723445028784,4.774541459651201,2.502386258997894,3.647148604870359,0.9746342865400986,2.6436142612154905,0.8533299234849505,0.3975820990841058,2.3358990944244002
1.67,0,10,7.165780223368436,43.211563580983835,5.484347553559731,2.330600755422017,3.466798079765918,0.6418320731681114,2.525819329568558,0.6432113320107085,0.3788572543052181,2.4331143323026545,7.074206346202459,42.720879912422475,5.32101642901863,2.7233799493435864,3.521813082135526,0.753363372195249,2.5350855889592334,0.8688523407258245,0.40019085671467397,2.5072301810804376
4.33,0,10,7.643485417947054,38.47585440872643,4.9075140312010745,1.8638616369635161,3.409261459216279,0.7629388000323427,2.4359990755010226,0.7015298463390125,0.44780118703102545,2.351854519799727,7.046176164321855,37.941977097455975,4.710918890930759,2.4847539056285814,3.5818642656831896,0.9049971716157283,2.5949619335013248,0.8408576372247281,0.3870127220707812,2.3479155522162305
3.17,1,10,7.146841520879072,39.837476772438876,5.053615761747,1.9086632779576131,3.3660889209553235,0.6605632328979908,2.382176406595812,0.6640024600304252,0.4247978456410471,2.384732206010388,6.731093594878394,39.3939487613463,4.804270589334857,2.5281902008537154,3.516558572947698,0.8127525655265851,2.444218277032683,0.8370613249052083,0.38486752253355244,2.397970773891623
5.92,1,10,7.786712198125558,38.37752595526384,4.972241800468829,2.185543172718474,3.639979571242809,1.0144542315018772,2.5215929934015895,0.7850181602009707,0.45294967231658373,2.3132198143386145,7.358721771142461,37.54010061917965,4.978282214368096,2.5775656594678895,3.769678835202615,1.087620577928397,2.634026884804451,0.8810116376781495,0.41735954298730044,2.3331655286202357
5.17,1,10,7.59173110539856,38.16916494837694,4.903529759057614,1.9832659724340265,3.5064341072897207,0.8809004806081624,2.442568368751828,0.7409256389007606,0.4557540787877042,2.3305172251328563,7.072576676280631,37.50081527166707,4.80285056191516,2.5118356684004173,3.666923658339605,0.994055359599334,2.5596149905387815,0.8575768382700812,0.4010381483486998,2.334473032001888
6.92,1,10,8.020979329464714,39.36295827794589,5.169913618949014,2.5714944653107676,3.886696206034056,1.229820034060567,2.6747947319514283,0.8571730027592595,0.42784822702687214,2.2927302301576646,7.8726450209254395,38.22817476046867,5.313487353467773,2.7261802639411523,3.9460285120972163,1.2306954601873779,2.759764400317692,0.92243387552093,0.4319897274513561,2.332471375559302
5.92,1,10,7.786712198125558,38.37752595526385,4.972241800468829,2.185543172718474,3.639979571242808,1.014454231501877,2.5215929934015895,0.7850181602009709,0.45294967231658373,2.3132198143386145,7.358721771142461,37.54010061917965,4.978282214368095,2.57756565946789,3.7696788352026145,1.087620577928397,2.634026884804452,0.8810116376781497,0.41735954298730044,2.3331655286202357
6.25,1,10,7.87034033149398,38.61331618648335,5.024074112419894,2.299543095855408,3.7127218634787917,1.0810254499674086,2.5661058842392537,0.8071274349631715,0.4477370724984024,2.3061330917647673,7.51166097174273,37.68684973026657,5.077973708974054,2.618904771697011,3.822903550050874,1.1326345763568522,2.672165772638854,0.893520298183134,0.42379468187619657,2.3336898315088397
1.58,1,10,6.894262443658581,43.47187169536041,5.518863792338925,2.3678592899964794,3.478454729818199,0.6449522697270484,2.4901934998428814,0.6429150142929565,0.375334880822412,2.4362277092991893,6.902380468472327,42.97247736166594,5.364879571466513,2.740077315741236,3.5253454675543123,0.7521176208489916,2.4382703269822725,0.8720999820022168,0.4007993286873358,2.5143947063786602
6.25,1,10,7.870340331493982,38.61331618648336,5.024074112419894,2.299543095855408,3.712721863478793,1.0810254499674083,2.5661058842392537,0.8071274349631716,0.44773707249840256,2.306133091764767,7.51166097174273,37.68684973026658,5.077973708974053,2.618904771697011,3.8229035500508726,1.1326345763568522,2.6721657726388544,0.8935202981831339,0.4237946818761967,2.3336898315088392
