fineAGE,sex,ct,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_cuneus_thickness,lh_entorhinal_thickness,lh_fusiform_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_lingual_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_paracentral_thickness,lh_parsopercularis_thickness,lh_parsorbitalis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precentral_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_rostralmiddlefrontal_thickness,lh_superiorfrontal_thickness,lh_superiorparietal_thickness,lh_superiortemporal_thickness,lh_supramarginal_thickness,lh_transversetemporal_thickness,lh_insula_thickness,rh_caudalanteriorcingulate_thickness,rh_caudalmiddlefrontal_thickness,rh_cuneus_thickness,rh_entorhinal_thickness,rh_fusiform_thickness,rh_inferiorparietal_thickness,rh_inferiortemporal_thickness,rh_isthmuscingulate_thickness,rh_lateraloccipital_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_middletemporal_thickness,rh_parahippocampal_thickness,rh_paracentral_thickness,rh_parsopercularis_thickness,rh_parsorbitalis_thickness,rh_parstriangularis_thickness,rh_pericalcarine_thickness,rh_postcentral_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_precuneus_thickness,rh_rostralanteriorcingulate_thickness,rh_rostralmiddlefrontal_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_superiortemporal_thickness,rh_supramarginal_thickness,rh_transversetemporal_thickness,rh_insula_thickness
6.08,1,10,0.9854574806211807,0.9794305435518598,0.7321905809339279,0.9871970609113236,1.0153334354576513,0.9789886596991791,1.057345218338818,0.8515585444153216,0.8480461344061545,1.0688891405266183,0.8108353055959191,1.035542783523735,1.0371790134160277,0.8430848786212124,0.9323927296143133,0.9681981585882654,0.9939809154455799,0.9375245286577968,0.5806280792128289,0.7846726879176339,0.935112893644797,0.9235604860136214,0.932213715190357,1.0227630211108056,0.9668021368840114,1.075040390786458,0.8564547655789942,1.0266509989863355,0.9699214262313904,0.8555291971569755,1.148471784821062,0.9442721733057767,0.953099263590692,0.731322467666547,0.9903202068287518,1.0136117679668462,0.9693521824098968,1.0503291900240852,0.8424855430269317,0.8571506409052925,1.0601738940042562,0.8270597042622699,1.0370404194480842,1.0506571488492091,0.8503403526418185,0.934778121687535,0.9693592247872359,0.9881171513769017,0.9428900569302316,0.5991595907306557,0.7808816586790055,0.9267048901735927,0.9149665808836727,0.9343142075057622,1.06821408858137,0.9647576657934263,1.068561585560306,0.8567284128026458,1.0447640478527351,0.9637709422664912,0.8417839114598071,1.1497880655280859
3.75,0,10,1.0136200578171057,0.9657599940129242,0.7859547929011295,1.0250515214902607,1.0082946789896625,0.9706891979329042,1.0639271698980148,0.843890846183524,0.8496894846107945,1.0804559050485407,0.8289808318137444,1.038549435013125,1.0327307843494848,0.860855067206832,0.925628212466406,0.9693590775049024,0.9839504785047591,0.9348951810034094,0.6368388812406456,0.7903994980848063,0.9236715273044416,0.9208931432366242,0.9368753881692952,1.0720949202888193,0.9746276053145808,1.071143626863846,0.8626840481428543,1.0254284255803203,0.9701775786903623,0.8593611037292525,1.1365597766330122,0.9306358106393106,0.9726879621901173,0.7755464481713199,1.0688104714426316,1.0139541065633904,0.9690298194810723,1.0620573149958066,0.8360698933058729,0.8676626280921237,1.0758677864067299,0.8468000655274724,1.0488416031194792,1.0451213500752903,0.8703891209670447,0.9188134994429485,0.9712625867325583,0.9951830633089027,0.9393543943018863,0.6463393221547127,0.7856066616518373,0.9144942963918509,0.9081300386823848,0.9420224990282265,1.0825124437525353,0.9611601819802368,1.0672152676408284,0.863284909592099,1.043707721143148,0.9587646820703773,0.8688707764624707,1.1513730549402355
6.58,1,10,0.9696922835766536,0.9791938262790911,0.712787368689698,0.9572537664733202,1.0177374453189694,0.9808091842518054,1.0546045651080231,0.855485819240752,0.8492897017478246,1.0733198976877716,0.8039751155812954,1.0448495075884812,1.0401742044635038,0.8402255715295521,0.9326559006857108,0.9627221389037074,0.996456079885225,0.9396517520604493,0.562306231532232,0.7809353156140846,0.9363283991966935,0.9182540035235123,0.9327193752984545,1.01870346501387,0.9659815879579065,1.07898818946272,0.85530171291039,1.0230899341448818,0.97033158853588,0.8566186887011543,1.151218975462406,0.9539681371316843,0.936201986565205,0.7198030404281752,0.9393668375727995,1.0146643619494697,0.9710215242714066,1.048056808349101,0.8525733408563425,0.8537635446650146,1.0627416108899344,0.8202426938422495,1.042686544159,1.0534346437856221,0.8456498723328639,0.936967249941469,0.9633663579164594,0.9848393936876485,0.9446410687579274,0.5861229140425634,0.7756567424370983,0.9310465955256296,0.9095032557506265,0.9336357837562972,1.0701816997384301,0.9707297316225568,1.069266994078984,0.8554290928491972,1.0399644120325096,0.9659118016826881,0.8323640375778815,1.1445587521113492
6.33,0,10,0.9781060346026246,0.9794504016061465,0.7229281425335475,0.9731891954783513,1.0164959727602134,0.9732317986581889,1.0560431140061264,0.8534213935762508,0.848597413766021,1.070799179201242,0.8075362309184655,1.0397635933882197,1.0385864748649456,0.8669401651459077,0.9393131136461331,0.9609041459080868,0.9831727124790776,0.933841747888216,0.571743632572697,0.7829147987218242,0.9357754045159946,0.9266025391889572,0.9324000249654081,1.0460137842532946,0.9664554720275715,1.0768768527022536,0.8558701251437004,1.025039345525392,0.9701059627439003,0.8615497239902594,1.1498369452605863,0.9488211399473886,0.9455213281668271,0.7256523875573502,0.9664894397666618,1.0140883274493253,0.9701161746627527,1.052695120244772,0.8608033224246526,0.8555070620871736,1.0648304933601,0.823765195580203,1.0395230118118883,1.0519756862783038,0.8751363969464815,0.9359273128616995,0.9666664703128316,0.9865560758703746,0.9437217339597126,0.5927698862560038,0.7784614662849969,0.9287997090043281,0.9125899104724583,0.933931898631785,1.068975459189999,0.9675140134785422,1.068967457327651,0.8560739978079637,1.0425862403388875,0.9647942626701241,0.8372333049917651,1.1453724970690227
6.25,0,10,0.9805692591230022,0.9794740771936703,0.7259835757823979,0.9778814313335432,1.0161153726675172,0.9729471021280858,1.0564741297142621,0.852803350321163,0.8484056626327945,1.070121524861824,0.8086204448390222,1.038318002769514,1.0381164740266087,0.8673776178668631,0.9392591541615326,0.9617513223522822,0.9827897138613318,0.9335129586658739,0.5746468169362923,0.7835014326821,0.9355753163987367,0.9274144525142024,0.9323259310246809,1.04666713918641,0.9665756937255696,1.0762592785061083,0.8560554444546175,1.0255918226945409,0.9700424405462861,0.8613787062564577,1.1493982584897855,0.9473004048990251,0.9481209345256154,0.7274863174440604,0.9744678569295352,1.0139250055330233,0.9698563174615229,1.0530564290505922,0.8592155420469227,0.8560438806290789,1.064443009862937,0.8248442440029362,1.0386532950601206,1.0515384765964806,0.875859038781788,0.9355714585314479,0.9675914860536675,0.9870725500388251,0.9434460601450357,0.5948425824178724,0.779277286581566,0.92811282201376,0.913425571962703,0.9340448595644105,1.0686834187457674,0.9665820027133739,1.0688459854323487,0.8562823759143536,1.043331448205543,0.9644565491563096,0.8387241693724432,1.1461849228038714
2.75,1,10,1.004613714218429,0.9518508855664279,0.7932771935283955,0.9899477775354085,1.0073765886915726,0.9799913129672733,1.0634808295720124,0.845969986628236,0.8541512548158948,1.1016886918561533,0.8297878481308616,1.061175367287902,1.035624016668271,0.8221993612284517,0.9070211561965164,0.9689119983331027,1.0034578653782844,0.9464069498556961,0.6462329837526204,0.786954094711674,0.915843558332625,0.8966183847024344,0.9424203066508899,1.0585544460360825,0.983348344780691,1.0767938618589556,0.8657898792735393,1.0159058449865042,0.9713821337725373,0.8548512331201095,1.1318967372325694,0.940714828130112,0.9615226868548965,0.7897510239019868,1.028079257808685,1.0167510474719403,0.9726572262505833,1.0609350949919425,0.8276461529724166,0.8695118461625777,1.0896071069897089,0.849198588571308,1.0724091086667709,1.046486261656777,0.8261094223447422,0.9090512011659255,0.9597726013286398,0.9940702816822065,0.9401721454885433,0.6597345213633362,0.776974233674279,0.9133047814790144,0.8905388271549786,0.9476269867699432,1.1005004120671,0.9718538265357138,1.0700470833321483,0.8663522040687347,1.031425648126903,0.9591260562860352,0.8720069128145178,1.1453024295583412
4.42,0,10,1.0123268309510658,0.9722507209736846,0.7758225712244171,1.0313170228938329,1.009616364754505,0.9700323148382182,1.063027136843946,0.8443021736842612,0.8479622949499527,1.071696255019632,0.8260945525277946,1.0300053021520923,1.0324059349568646,0.8664416493535836,0.9315519104585687,0.9703005392045297,0.9811435726590226,0.9323088528037178,0.6255952271292197,0.7907243869202812,0.9279359651911239,0.9283816465046903,0.9343511654293161,1.0643961131743465,0.9707391535245222,1.0698184291271333,0.8607484031668429,1.0287852158884683,0.9697383251435,0.8592694384316456,1.1398350176469265,0.9292359599139982,0.9741992337903325,0.764424727482273,1.071560309313599,1.0129705769333548,0.9678647749085103,1.0600803932920364,0.8372406918794735,0.8655290815519111,1.068332366309842,0.8431522436458814,1.0389476983880586,1.0454637875197939,0.8771876387559028,0.924376284039265,0.9746518705248868,0.9945357605184273,0.9395911432261148,0.6350616837014805,0.7875844458229627,0.9166524596952712,0.9150673524658319,0.939039031960071,1.0744426247861014,0.9581073569796231,1.0665855483303264,0.861314948526209,1.0479621911457944,0.9593659309581378,0.8639171672480543,1.1535647135789742
5.17,0,10,1.0045177345382263,0.9770254954721878,0.7595904324665974,1.021907802234073,1.011768392127657,0.9703931821930611,1.0610635333949623,0.8464800467267876,0.847230267146617,1.067093668626367,0.8206310564583429,1.0276627492393489,1.0335781822119123,0.8693611016164595,0.9362106499669391,0.9689676672609268,0.9801694033481256,0.9313384508618003,0.6082978756627716,0.7892000883228325,0.9317765117480509,0.9318834264330526,0.9326590485132739,1.0564691171988554,0.9682043549449575,1.070676932501814,0.8587199006835052,1.0296651195048916,0.9695967040728352,0.859716120622577,1.1436450625888879,0.9327641830569507,0.9697726677560441,0.7504476851333161,1.0508386617419812,1.0127171380806321,0.9677649852074399,1.0574893026058017,0.842922326024366,0.8622893062790804,1.0637829809408488,0.837126360106103,1.0340573889935325,1.047043492083747,0.8801659995443849,0.9296724368379001,0.9747522744513609,0.9924853989609552,0.9406030048680297,0.6202455404178512,0.7865572503013575,0.9203639308630442,0.9181985461408821,0.9364337028847753,1.0691995372323868,0.9586038518707115,1.0670362704399385,0.8591907937345418,1.048941600414176,0.9608417133059505,0.8556570910478515,1.1529926205634222
3,0,10,1.0082331752925513,0.9558307517325744,0.7923737600137502,1.0016150588822037,1.0074877083818246,0.9725206990818198,1.0638254158696139,0.8451478367617133,0.8528242993317322,1.0954644754364147,0.829979155041195,1.0545565730814013,1.0346303063641298,0.8512672460068309,0.9170249415445619,0.9658887774035488,0.989260426758944,0.9397150660757281,0.6447138897251496,0.7881478364228613,0.9179648248613345,0.9075937894702503,0.9408345161935047,1.0809771264720593,0.980874515834817,1.074968990843106,0.8649890791879007,1.0187931270143222,0.9710193610828216,0.8600130067357217,1.1330371924393448,0.93729802794341055,0.965346629502275,0.7864687804993327,1.0423723628463164,1.0159025997182098,0.9715383385245433,1.0638921684224905,0.8391303366143463,0.8691994495511123,1.0881887445382332,0.8489409473942408,1.065626348574264,1.0459344036440859,0.8581469195416654,0.9116556568766969,0.9634560453739204,0.9945818871032408,0.939836221038812,0.656771623169365,0.7798313417935853,0.9133740586713701,0.8957670815435389,0.946096573836861,1.0953361150788947,0.9684913597085195,1.069147912567217,0.8655711153957077,1.0351621975697831,0.9588943848187262,0.8717008701452899,1.1458633316464968
5.92,0,10,0.9896482104375561,0.9792730834642085,0.7376946740593499,0.9951505094258183,1.0146308368064336,0.9719119906590443,1.0581114775972937,0.8504721083013822,0.8477673169406066,1.0679872005401139,0.8128091944512147,1.0333024413411491,1.0363728428136287,0.8687585280322625,0.9387860102076298,0.9647400942774259,0.9814852581269929,0.932401226629602,0.5860239345931849,0.7856814445179575,0.9346314125904466,0.9300356805869997,0.9321642966191509,1.049461636976414,0.9669982242299985,1.0740093094789274,0.8568374520179719,1.0275052018451307,0.9698248865172022,0.8607430414741067,1.1476069353908636,0.9416746810839097,0.9571665745475011,0.7348572396042831,1.0038955107515122,1.0133589743874678,0.9689374117083416,1.0544987908317758,0.8532212545988529,0.8581500835693615,1.0633382994957166,0.8290485390629743,1.0358196135902669,1.0498869773516168,0.8782514867570408,0.9339853027874422,0.9707884844678802,0.9890345773173206,0.9424037864283467,0.6031139874851141,0.7822329758247631,0.9254440112459373,0.9161342621939871,0.9346041197953977,1.0679602791360547,0.9632346808917494,1.0682745644900646,0.8571522292660829,1.0459248225496438,0.9631654631341301,0.8445290663349458,1.1490660777519466
