rh.aparc.DKTatlas.area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV	rh_temporalpole_area
m100308/	679.0	2246.0	1638.0	275.0	2163.0	4733.0	2985.0	1033.0	3578.0	1815.0	2148.0	909.0	3631.0	567.0	1336.0	1497.0	474.0	1406.0	843.0	4276.0	1262.0	4288.0	4092.0	406.0	3181.0	7268.0	4700.0	4189.0	3042.0	334.0	1518.0	72510.1	1051674.0	1435171.25836	0.0
m100622/	698.0	1983.0	1860.0	332.0	2468.0	6164.0	3077.0	1013.0	5156.0	2347.0	2812.0	978.0	4440.0	756.0	1355.0	1293.0	518.0	1075.0	1120.0	4112.0	1272.0	4288.0	3909.0	483.0	3552.0	7611.0	4179.0	4648.0	2703.0	306.0	1689.0	78195.3	1059388.0	1133614.42248	0.0
m100770/	742.0	2190.0	1817.0	334.0	2348.0	5017.0	3095.0	985.0	4527.0	2051.0	2609.0	1147.0	3927.0	643.0	1312.0	1689.0	501.0	1173.0	1037.0	4227.0	1310.0	4439.0	4022.0	467.0	3044.0	7304.0	4808.0	4127.0	3592.0	333.0	1686.0	76500.6	1044789.0	1112794.24348	0.0
m100871/	595.0	2053.0	1961.0	244.0	2471.0	4894.0	3050.0	1028.0	4762.0	2652.0	2837.0	1378.0	3709.0	618.0	1357.0	1522.0	573.0	1481.0	1408.0	4655.0	1097.0	4787.0	4588.0	549.0	3236.0	7316.0	5354.0	4494.0	3213.0	348.0	1690.0	79919.8	1101121.0	1462422.26651	0.0
m100961/	490.0	1657.0	1823.0	252.0	2112.0	3729.0	2955.0	845.0	4382.0	2047.0	2521.0	931.0	3273.0	696.0	1488.0	1264.0	499.0	1127.0	1189.0	4126.0	1079.0	3547.0	4040.0	413.0	2844.0	7146.0	3968.0	4402.0	2815.0	310.0	1853.0	69822.0	935283.0	967727.694361	0.0
m101001/	633.0	2667.0	1958.0	363.0	2514.0	5104.0	3659.0	835.0	4690.0	2891.0	2732.0	1189.0	3964.0	620.0	1673.0	2112.0	582.0	1594.0	1299.0	4172.0	1207.0	5584.0	4158.0	801.0	3827.0	8526.0	4197.0	5051.0	2839.0	363.0	1827.0	83628.3	1116450.0	1389279.98056	0.0
m101208/	423.0	1482.0	1474.0	184.0	1619.0	3717.0	1950.0	755.0	3622.0	1404.0	2097.0	685.0	2843.0	448.0	1033.0	1143.0	426.0	975.0	887.0	3429.0	936.0	3332.0	2941.0	335.0	2213.0	4677.0	3014.0	3117.0	2300.0	219.0	1238.0	54919.4	751034.0	954658.494893	0.0
m101327/	698.0	2450.0	1600.0	226.0	2494.0	4976.0	2921.0	873.0	3942.0	2415.0	2558.0	1132.0	3869.0	706.0	1661.0	1401.0	533.0	1288.0	1338.0	4597.0	1258.0	4662.0	3964.0	577.0	4074.0	7936.0	4164.0	4508.0	3011.0	350.0	1655.0	77836.0	1049082.0	1503707.49462	0.0
m101403/	684.0	1448.0	1968.0	346.0	2222.0	4714.0	3371.0	1040.0	4686.0	2730.0	3232.0	1135.0	4146.0	695.0	1217.0	1720.0	664.0	1709.0	1611.0	4112.0	1050.0	3576.0	3917.0	607.0	4076.0	7179.0	4356.0	4422.0	3554.0	364.0	1612.0	78160.6	1116990.0	1013659.90501	0.0
m101447/	670.0	2196.0	1949.0	338.0	3109.0	5872.0	3837.0	1053.0	4541.0	3155.0	2807.0	1490.0	4449.0	568.0	1663.0	1537.0	670.0	1386.0	1133.0	5458.0	1278.0	4411.0	5119.0	792.0	5008.0	9502.0	5126.0	5659.0	3885.0	424.0	1739.0	90826.6	1182211.0	1562201.78115	0.0
m101456/	996.0	2782.0	2449.0	460.0	2366.0	5444.0	3713.0	1032.0	6067.0	2661.0	3439.0	1397.0	4034.0	582.0	1858.0	1569.0	680.0	1870.0	1748.0	5274.0	1464.0	5012.0	4765.0	864.0	5324.0	9239.0	5514.0	5349.0	3779.0	410.0	2002.0	94142.8	1252560.0	1089335.36371	0.0
m101487/	896.0	2528.0	2125.0	339.0	2797.0	4596.0	3412.0	1101.0	5287.0	2615.0	2548.0	1252.0	4326.0	623.0	1746.0	2120.0	661.0	2148.0	1406.0	4332.0	1461.0	4190.0	4431.0	690.0	5482.0	9021.0	5080.0	4902.0	3470.0	347.0	1866.0	87795.7	1177531.0	1286821.03968	0.0
m101520/	545.0	1824.0	1621.0	221.0	2117.0	4942.0	2587.0	1002.0	4930.0	2544.0	2350.0	1120.0	3930.0	599.0	1405.0	1152.0	573.0	1194.0	1082.0	4966.0	1125.0	4233.0	3651.0	727.0	3437.0	7030.0	4096.0	4160.0	3336.0	285.0	1632.0	74417.4	1019026.0	1227673.99593	0.0
m101522/	675.0	2391.0	1752.0	417.0	2352.0	5100.0	3665.0	1071.0	5636.0	2891.0	3285.0	1235.0	4062.0	728.0	1400.0	1328.0	636.0	1195.0	1330.0	4582.0	1240.0	4496.0	3943.0	625.0	4562.0	9204.0	4516.0	4503.0	3341.0	338.0	1788.0	84290.7	1135019.0	1117818.7511	0.0
m101574/	470.0	1814.0	1709.0	234.0	2009.0	4466.0	2712.0	883.0	4188.0	2341.0	2161.0	987.0	3307.0	455.0	1219.0	1271.0	453.0	1256.0	1012.0	3611.0	1023.0	3546.0	3539.0	371.0	3436.0	6471.0	3760.0	3810.0	2788.0	270.0	1608.0	67183.3	929396.0	1139734.99262	0.0
m101597/	817.0	2150.0	1725.0	345.0	2304.0	4940.0	3173.0	1121.0	4353.0	1993.0	2469.0	1095.0	3883.0	539.0	1387.0	1491.0	546.0	1356.0	1089.0	4728.0	1171.0	4480.0	4092.0	607.0	3842.0	7834.0	4294.0	4730.0	3557.0	328.0	1642.0	78078.1	1033011.0	1291055.68808	0.0
m101723/	615.0	2157.0	1565.0	347.0	2015.0	4633.0	2567.0	751.0	4269.0	2300.0	2624.0	856.0	3587.0	571.0	1430.0	1215.0	389.0	979.0	1071.0	3696.0	1164.0	4342.0	3106.0	472.0	3064.0	6439.0	3987.0	3932.0	2658.0	282.0	1448.0	68530.2	917363.0	869304.803753	0.0
m102072/	662.0	1999.0	1603.0	424.0	2044.0	3591.0	3040.0	840.0	3371.0	2200.0	2191.0	1055.0	2770.0	600.0	1445.0	1268.0	593.0	1470.0	898.0	3526.0	1283.0	3911.0	3503.0	508.0	3403.0	7123.0	3564.0	4136.0	2665.0	298.0	1869.0	67851.4	919539.0	955942.350644	0.0
m102092/	583.0	2522.0	1923.0	408.0	2816.0	5081.0	3425.0	1057.0	4778.0	2611.0	2851.0	1206.0	3996.0	636.0	1669.0	1679.0	600.0	1648.0	1510.0	4328.0	1187.0	4910.0	3871.0	708.0	3924.0	8181.0	4582.0	4550.0	3220.0	369.0	1866.0	82691.2	1144524.0	1296031.43808	0.0
m102110/	412.0	1504.0	1455.0	186.0	1490.0	3244.0	2004.0	748.0	3049.0	1236.0	1886.0	642.0	2575.0	394.0	1094.0	1086.0	358.0	968.0	864.0	3083.0	808.0	3031.0	2724.0	267.0	2489.0	5339.0	2849.0	3047.0	2029.0	248.0	1205.0	52314.3	760552.0	962478.16868	0.0
m102167/	533.0	1538.0	1535.0	261.0	1599.0	3710.0	1655.0	943.0	3719.0	1458.0	2328.0	705.0	2338.0	461.0	1197.0	1260.0	455.0	1022.0	878.0	3738.0	935.0	3852.0	2606.0	275.0	2366.0	5404.0	3739.0	3466.0	2234.0	254.0	1283.0	57746.0	837343.0	1074621.46524	0.0
m102169/	612.0	2814.0	1993.0	339.0	2847.0	5521.0	3792.0	1025.0	5675.0	2508.0	2198.0	1169.0	4506.0	644.0	1390.0	1489.0	634.0	1388.0	1116.0	4423.0	1158.0	4918.0	4612.0	584.0	3422.0	8070.0	4195.0	5322.0	3695.0	411.0	1677.0	84149.4	1117066.0	1386285.57598	0.0
m102207/	665.0	1796.0	1380.0	216.0	1848.0	3892.0	2333.0	682.0	3393.0	2307.0	1899.0	1197.0	3115.0	499.0	1369.0	1273.0	508.0	1046.0	769.0	4163.0	1071.0	4230.0	3133.0	418.0	3006.0	6814.0	3715.0	3781.0	2627.0	322.0	1554.0	65020.4	891829.0	966144.389088	0.0
m102226/	672.0	1891.0	1683.0	296.0	2310.0	4864.0	3011.0	977.0	4449.0	2589.0	2138.0	1031.0	3619.0	595.0	1253.0	1410.0	503.0	1466.0	895.0	3855.0	1133.0	4219.0	3901.0	627.0	3458.0	6190.0	3948.0	4202.0	3064.0	315.0	1580.0	72144.3	992275.0	967831.774151	0.0
m102231/	814.0	1794.0	1886.0	305.0	2600.0	5871.0	3371.0	817.0	4175.0	2467.0	3061.0	1129.0	4177.0	694.0	1864.0	1542.0	526.0	1692.0	1173.0	4581.0	1273.0	4695.0	4190.0	735.0	4259.0	8419.0	5460.0	5084.0	3782.0	377.0	2004.0	84817.2	1101520.0	1366654.32665	0.0
m102469/	1107.0	2362.0	2020.0	374.0	3046.0	5583.0	3459.0	1020.0	5164.0	3030.0	3085.0	1550.0	4605.0	637.0	1639.0	1627.0	696.0	1771.0	1337.0	4545.0	1229.0	4376.0	4334.0	1091.0	4804.0	8765.0	4767.0	5487.0	3664.0	379.0	2008.0	89561.5	1187736.0	1056978.46734	0.0
m102476/	738.0	2503.0	1782.0	285.0	2261.0	4795.0	3442.0	1072.0	4830.0	2731.0	2783.0	1231.0	4508.0	633.0	1809.0	1588.0	545.0	1362.0	1050.0	4894.0	1137.0	5486.0	4707.0	755.0	3520.0	9205.0	4704.0	5055.0	3647.0	399.0	1941.0	85398.1	1149163.0	1413796.79286	0.0
m102543/	443.0	1315.0	1490.0	252.0	1996.0	5105.0	2784.0	706.0	3780.0	1412.0	1672.0	727.0	3508.0	443.0	1323.0	1215.0	415.0	1076.0	758.0	3308.0	919.0	3439.0	3128.0	262.0	2428.0	5955.0	3845.0	3872.0	2484.0	285.0	1429.0	61772.1	933344.0	1149621.12117	0.0
m102595/	401.0	1293.0	1414.0	191.0	1582.0	2926.0	1821.0	602.0	3074.0	1495.0	2002.0	762.0	2130.0	415.0	988.0	862.0	342.0	675.0	1152.0	2996.0	815.0	3222.0	2307.0	291.0	1969.0	4579.0	3298.0	3021.0	2029.0	284.0	1240.0	50178.4	756571.0	1068630.72943	0.0
m102597/	865.0	2092.0	1724.0	290.0	2228.0	4901.0	2790.0	950.0	4675.0	2803.0	2781.0	1510.0	3889.0	625.0	1466.0	1851.0	574.0	1378.0	1377.0	4225.0	1454.0	4109.0	3815.0	684.0	3773.0	7779.0	4908.0	4490.0	3677.0	307.0	1698.0	79688.0	1083561.0	1449767.70715	0.0
m102670/	744.0	2411.0	2041.0	297.0	2241.0	5401.0	3314.0	801.0	4320.0	2542.0	2206.0	1184.0	3830.0	625.0	1715.0	1252.0	600.0	1426.0	1159.0	3845.0	973.0	4352.0	3719.0	598.0	4424.0	8435.0	4872.0	3977.0	2880.0	314.0	1587.0	78084.4	1053351.0	1069614.00623	0.0
m102739/	632.0	2467.0	1950.0	311.0	2323.0	5542.0	3050.0	969.0	4316.0	2356.0	2361.0	1170.0	4225.0	527.0	1318.0	1205.0	538.0	1113.0	1147.0	4674.0	1147.0	4007.0	3839.0	419.0	3541.0	8184.0	3924.0	4589.0	3187.0	304.0	1663.0	76998.3	1030979.0	990974.001381	0.0
m102744/	538.0	2118.0	2149.0	342.0	2403.0	6177.0	3180.0	1029.0	5524.0	2492.0	3373.0	1187.0	4349.0	661.0	1742.0	1548.0	589.0	1409.0	1639.0	4590.0	1237.0	4702.0	4417.0	649.0	3937.0	8625.0	4389.0	4804.0	3115.0	379.0	1834.0	85127.2	1167922.0	1381131.87065	0.0
m102746/	779.0	2146.0	2449.0	442.0	3216.0	7053.0	4077.0	1041.0	6218.0	3037.0	4111.0	1303.0	5855.0	724.0	2046.0	1810.0	823.0	1929.0	1861.0	5320.0	1560.0	5358.0	5473.0	1055.0	5563.0	11122.0	5601.0	6607.0	4414.0	481.0	2328.0	105803.0	1355370.0	1459279.36548	0.0
m102792/	600.0	2032.0	2003.0	306.0	2501.0	4884.0	3406.0	810.0	4846.0	2410.0	2941.0	1201.0	3934.0	618.0	1506.0	1443.0	608.0	1398.0	1350.0	4072.0	866.0	4232.0	3935.0	547.0	3488.0	8137.0	4517.0	4414.0	2765.0	367.0	1748.0	77885.6	974652.0	1222647.74824	0.0
m102873/	664.0	2267.0	2176.0	327.0	2725.0	4872.0	3517.0	1077.0	5108.0	2818.0	2499.0	1241.0	4093.0	671.0	1351.0	1212.0	776.0	1323.0	1016.0	4623.0	1387.0	4454.0	4351.0	688.0	3662.0	8993.0	4395.0	4446.0	3259.0	313.0	1927.0	82229.0	1145596.0	1120550.94373	0.0
m102976/	960.0	3062.0	2328.0	412.0	2489.0	6896.0	3590.0	1052.0	4711.0	3095.0	3087.0	1391.0	4897.0	660.0	1646.0	1458.0	630.0	1167.0	1597.0	5448.0	1478.0	5588.0	4426.0	844.0	5034.0	8935.0	4248.0	5379.0	3636.0	327.0	1803.0	92273.0	1240809.0	1584691.90596	0.0
m103025/	616.0	2824.0	2090.0	275.0	2578.0	5915.0	2929.0	773.0	6258.0	3080.0	2538.0	1193.0	4176.0	531.0	1447.0	2174.0	636.0	1588.0	1497.0	3278.0	1051.0	5358.0	4135.0	563.0	3921.0	9177.0	4047.0	4747.0	2586.0	319.0	1774.0	84074.6	1128742.0	1210280.08187	0.0
m103057/	674.0	2619.0	1971.0	396.0	2629.0	4715.0	3606.0	1074.0	4463.0	2804.0	2324.0	1457.0	4208.0	652.0	1724.0	1842.0	628.0	1569.0	889.0	4705.0	1387.0	4604.0	4715.0	630.0	4121.0	8888.0	4565.0	4562.0	3696.0	413.0	1932.0	84461.6	1103002.0	1076818.63376	0.0
m103086/	966.0	2095.0	2159.0	339.0	3001.0	5546.0	3353.0	825.0	4766.0	3162.0	2693.0	1416.0	3798.0	649.0	1804.0	1669.0	598.0	1379.0	1225.0	4489.0	1336.0	4869.0	4561.0	899.0	3847.0	8283.0	4634.0	4922.0	3424.0	362.0	2059.0	85128.2	1194360.0	1294156.17562	0.0
m103140/	756.0	1751.0	1904.0	378.0	2558.0	6341.0	3343.0	932.0	4688.0	2519.0	2655.0	1199.0	4098.0	568.0	1464.0	1473.0	550.0	1305.0	1194.0	4045.0	1393.0	4375.0	4078.0	537.0	3628.0	8276.0	5290.0	4704.0	3500.0	306.0	1880.0	81685.1	1142281.0	1310405.57527	0.0
m103166/	483.0	1993.0	1417.0	192.0	1911.0	4146.0	2357.0	788.0	3280.0	1499.0	1941.0	918.0	3310.0	503.0	1148.0	1230.0	471.0	860.0	836.0	4250.0	911.0	4053.0	3300.0	434.0	2755.0	5913.0	3746.0	4240.0	2739.0	333.0	1473.0	63430.9	876453.0	1219564.52695	0.0
m103170/	683.0	2201.0	1688.0	426.0	2387.0	5711.0	3320.0	1062.0	4725.0	2376.0	2902.0	1230.0	3879.0	606.0	1805.0	1556.0	585.0	1360.0	1255.0	4440.0	1193.0	4447.0	4086.0	609.0	4270.0	9202.0	4679.0	4443.0	2980.0	255.0	1384.0	81744.2	1076090.0	1341909.62906	0.0
m103219/	609.0	1954.0	1552.0	290.0	2185.0	3756.0	2781.0	896.0	3613.0	2200.0	1834.0	1180.0	3011.0	672.0	1554.0	1470.0	564.0	1372.0	747.0	4053.0	1041.0	4150.0	3651.0	670.0	3430.0	7927.0	3957.0	4141.0	2845.0	321.0	1628.0	70054.2	1012786.0	1230245.25008	0.0
m103283/	550.0	1780.0	1566.0	205.0	2249.0	4900.0	2986.0	937.0	3869.0	2316.0	2335.0	979.0	3394.0	505.0	1624.0	1279.0	524.0	1154.0	1470.0	4050.0	968.0	3953.0	3360.0	453.0	3599.0	7060.0	3938.0	3984.0	2752.0	324.0	1395.0	70458.8	1003066.0	1330128.82572	0.0
m103292/	504.0	1521.0	1433.0	212.0	1556.0	3748.0	1914.0	788.0	3934.0	1728.0	2356.0	962.0	2786.0	506.0	1345.0	1389.0	415.0	1062.0	988.0	3535.0	928.0	3454.0	3145.0	389.0	2575.0	5802.0	3167.0	3378.0	2270.0	234.0	1511.0	59535.6	841382.0	1158556.37218	0.0
m103317/	652.0	2753.0	1931.0	363.0	2424.0	5291.0	2808.0	980.0	4487.0	2691.0	2853.0	1230.0	3800.0	522.0	1356.0	1731.0	602.0	1448.0	1251.0	4217.0	1154.0	4389.0	3985.0	699.0	4175.0	8085.0	4586.0	4155.0	3017.0	259.0	1555.0	79449.0	1119500.0	1077096.06808	0.0
m103362/	637.0	2116.0	2190.0	238.0	2634.0	5405.0	2919.0	1012.0	5206.0	2705.0	3259.0	1116.0	4414.0	622.0	1418.0	1533.0	744.0	1571.0	1563.0	4331.0	1218.0	4676.0	4381.0	549.0	4598.0	8265.0	3880.0	5280.0	2931.0	426.0	1617.0	83455.1	1102437.0	1023644.8007	0.0
m103366/	1156.0	2129.0	1763.0	460.0	3188.0	6940.0	4164.0	1193.0	5141.0	2803.0	2510.0	1374.0	5789.0	679.0	1709.0	1288.0	653.0	1477.0	999.0	4717.0	1758.0	4390.0	5177.0	791.0	5156.0	9227.0	5624.0	4474.0	3754.0	277.0	1851.0	92611.2	1291132.0	1563624.47943	0.0
m103376/	970.0	1903.0	1848.0	342.0	2719.0	6911.0	3850.0	1014.0	5545.0	3023.0	2733.0	1353.0	4848.0	760.0	1545.0	1273.0	592.0	1734.0	1174.0	4623.0	1507.0	4147.0	4408.0	727.0	4738.0	9873.0	4750.0	5362.0	3904.0	413.0	1796.0	90384.2	1262403.0	1205226.94882	0.0
m103381/	590.0	2455.0	1661.0	242.0	2189.0	4704.0	2613.0	774.0	3977.0	2174.0	2310.0	905.0	3350.0	583.0	1376.0	1593.0	435.0	1192.0	1199.0	4348.0	1094.0	4314.0	3566.0	372.0	3027.0	7799.0	4081.0	4179.0	2768.0	282.0	1460.0	71612.5	958490.0	1189866.48368	0.0
m103423/	452.0	1539.0	1568.0	273.0	1909.0	4289.0	2447.0	763.0	3655.0	1485.0	2302.0	702.0	2895.0	498.0	1062.0	1112.0	404.0	928.0	945.0	3580.0	873.0	3462.0	3390.0	339.0	2832.0	6014.0	3467.0	3764.0	2532.0	292.0	1412.0	61184.9	909089.0	1187180.63366	0.0
m103457/	703.0	2285.0	1587.0	323.0	2464.0	5442.0	3529.0	1025.0	4379.0	2231.0	2602.0	970.0	4293.0	595.0	1360.0	1434.0	622.0	1325.0	989.0	4496.0	1203.0	4607.0	4086.0	527.0	3929.0	8375.0	4147.0	4809.0	3285.0	350.0	1831.0	79804.6	1096889.0	1107235.39547	0.0
m103565/	545.0	1327.0	1627.0	203.0	1743.0	4490.0	2320.0	773.0	4391.0	2270.0	1918.0	758.0	2829.0	477.0	1256.0	1385.0	571.0	1509.0	1014.0	3599.0	946.0	3389.0	3446.0	347.0	3002.0	5945.0	4166.0	3300.0	2487.0	228.0	1371.0	63630.1	912028.0	1097671.96144	0.0
m103594/	857.0	2093.0	1741.0	327.0	2053.0	4654.0	2741.0	1002.0	4277.0	2356.0	2644.0	983.0	3830.0	453.0	1493.0	1359.0	541.0	1094.0	1278.0	4268.0	1498.0	4672.0	4087.0	688.0	3653.0	7285.0	4438.0	4404.0	3013.0	341.0	1468.0	75592.4	1003590.0	1004093.79239	0.0
m103688/	637.0	1942.0	1678.0	287.0	2594.0	4095.0	2963.0	1003.0	4142.0	2191.0	3033.0	993.0	3348.0	600.0	1341.0	1213.0	478.0	1194.0	1464.0	4154.0	1302.0	4033.0	3551.0	507.0	3314.0	7175.0	4357.0	3961.0	3335.0	332.0	1686.0	72903.8	1047809.0	1416207.52089	0.0
m103769/	743.0	2025.0	2221.0	297.0	2203.0	5179.0	3063.0	884.0	4790.0	2548.0	2811.0	1245.0	4114.0	558.0	1447.0	1798.0	493.0	1430.0	1342.0	4502.0	1324.0	4682.0	4102.0	539.0	3878.0	7235.0	5246.0	4784.0	2921.0	340.0	1599.0	80342.9	1077905.0	1006953.55491	0.0
m103773/	595.0	1586.0	1404.0	188.0	1690.0	3754.0	1892.0	720.0	3480.0	2214.0	2042.0	856.0	2459.0	601.0	1476.0	1528.0	384.0	1206.0	915.0	3313.0	1117.0	3534.0	3593.0	485.0	2567.0	7066.0	3955.0	3663.0	2743.0	314.0	1520.0	62862.7	864725.0	1054930.8272	0.0
m103788/	587.0	1856.0	1260.0	248.0	2273.0	4674.0	2430.0	832.0	3720.0	2213.0	2272.0	749.0	3260.0	393.0	1297.0	1152.0	424.0	934.0	840.0	3601.0	1022.0	3653.0	3346.0	380.0	3221.0	6481.0	4154.0	4304.0	2953.0	303.0	1326.0	66159.9	905598.0	996083.759359	0.0
m103831/	568.0	2103.0	1899.0	277.0	2453.0	5353.0	3160.0	1064.0	5226.0	2321.0	2661.0	1127.0	3858.0	557.0	1823.0	1365.0	699.0	1630.0	1332.0	5054.0	1296.0	4958.0	3687.0	514.0	4695.0	9656.0	4411.0	4647.0	3163.0	326.0	1855.0	83738.1	1143167.0	1218849.75993	0.0
m103870/	676.0	2217.0	1712.0	314.0	2534.0	6723.0	3319.0	1231.0	5120.0	2962.0	2820.0	1266.0	4545.0	559.0	1662.0	1466.0	577.0	1843.0	1020.0	4234.0	1246.0	4523.0	5049.0	778.0	4910.0	8334.0	5220.0	4495.0	3870.0	310.0	1917.0	87453.4	1191164.0	1380757.16497	0.0
m103944/	585.0	2599.0	1866.0	359.0	2354.0	5402.0	3277.0	1003.0	5002.0	3000.0	2658.0	1458.0	3906.0	599.0	1503.0	1962.0	576.0	1500.0	1308.0	4866.0	1289.0	5079.0	4445.0	625.0	5354.0	9117.0	4688.0	4953.0	3574.0	362.0	1719.0	86988.8	1195820.0	1452537.45684	0.0
m103950/	472.0	1658.0	1351.0	229.0	1895.0	3817.0	2314.0	741.0	3439.0	1796.0	1916.0	789.0	2543.0	420.0	1219.0	1277.0	421.0	996.0	717.0	3607.0	995.0	3530.0	2960.0	348.0	2379.0	5824.0	3289.0	3267.0	2498.0	288.0	1356.0	58350.0	830198.0	1154618.41971	0.0
m103976/	624.0	2161.0	1758.0	271.0	2323.0	5371.0	3240.0	1050.0	5264.0	3252.0	2765.0	1402.0	4322.0	609.0	1787.0	1559.0	588.0	1269.0	1244.0	4851.0	1436.0	4966.0	4162.0	690.0	4273.0	8956.0	4892.0	5281.0	3951.0	341.0	1900.0	86556.6	1186531.0	1363076.89776	0.0
m104041/	654.0	2116.0	1843.0	349.0	2569.0	5148.0	3597.0	1018.0	4025.0	2444.0	2101.0	1067.0	3673.0	563.0	1517.0	1605.0	549.0	1370.0	927.0	4440.0	1321.0	4145.0	4325.0	620.0	3913.0	7544.0	4693.0	4284.0	2957.0	314.0	1666.0	77357.8	1107511.0	1294616.91841	0.0
m104044/	780.0	2523.0	2656.0	342.0	3120.0	5305.0	3360.0	1065.0	5467.0	2555.0	3011.0	1544.0	4168.0	741.0	1600.0	1935.0	681.0	1610.0	1545.0	4107.0	1302.0	4529.0	4394.0	733.0	4206.0	9010.0	4468.0	4601.0	3370.0	328.0	1973.0	87031.4	1189877.0	1118583.42564	0.0
m104158/	818.0	2358.0	1890.0	411.0	2418.0	5018.0	3326.0	1006.0	4086.0	2676.0	2937.0	1381.0	3623.0	683.0	1498.0	1706.0	616.0	1539.0	1446.0	4298.0	1207.0	4124.0	4344.0	756.0	4037.0	7877.0	4083.0	4622.0	3216.0	362.0	1759.0	80121.6	1094463.0	1109235.58626	0.0
m104179/	921.0	2697.0	1834.0	360.0	2450.0	5877.0	3633.0	1102.0	4358.0	2486.0	2838.0	1520.0	3929.0	484.0	1734.0	1742.0	557.0	1333.0	1325.0	5103.0	1294.0	4841.0	4328.0	838.0	3647.0	8201.0	5386.0	4659.0	3644.0	406.0	1888.0	85416.8	1225517.0	1608298.40494	0.0
m104191/	534.0	1943.0	1626.0	371.0	2481.0	5859.0	3816.0	972.0	4443.0	2442.0	2073.0	1344.0	4351.0	619.0	1797.0	1580.0	458.0	1404.0	899.0	3785.0	1328.0	4048.0	3937.0	517.0	4277.0	8014.0	4909.0	4544.0	3482.0	276.0	1781.0	79910.5	1051405.0	1011290.58223	0.0
m104208/	571.0	2475.0	1715.0	397.0	2437.0	5203.0	3324.0	1069.0	4229.0	2343.0	2336.0	1242.0	3372.0	578.0	1472.0	1698.0	570.0	1619.0	1050.0	4657.0	1276.0	4300.0	4400.0	550.0	3707.0	8471.0	5263.0	4732.0	4188.0	295.0	1998.0	81536.7	1161649.0	1141021.77573	0.0
m104220/	567.0	1844.0	1501.0	168.0	1808.0	4119.0	2147.0	660.0	4183.0	2043.0	2314.0	1060.0	3131.0	496.0	1128.0	1387.0	533.0	1166.0	1054.0	3268.0	874.0	3472.0	3182.0	563.0	2894.0	5758.0	3550.0	3623.0	2416.0	262.0	1369.0	62538.7	829665.0	1110969.76851	0.0
m104268/	554.0	2025.0	1512.0	349.0	2302.0	4899.0	3208.0	1007.0	4494.0	2326.0	2572.0	1090.0	3515.0	524.0	1385.0	1420.0	563.0	1575.0	940.0	3986.0	1068.0	4144.0	3769.0	521.0	3861.0	7946.0	4522.0	4595.0	3125.0	305.0	1678.0	75781.1	1007479.0	1307181.24511	0.0
m104322/	763.0	2557.0	1982.0	451.0	2758.0	5788.0	4024.0	984.0	4477.0	2205.0	2347.0	1260.0	4968.0	688.0	1622.0	1542.0	656.0	1450.0	1201.0	4410.0	1414.0	4566.0	4054.0	726.0	3834.0	8393.0	4930.0	4802.0	3656.0	350.0	1595.0	84450.5	1107386.0	987972.354281	0.0
m104360/	615.0	2456.0	2101.0	229.0	2055.0	4720.0	2795.0	974.0	4345.0	3038.0	2698.0	1263.0	3580.0	603.0	1517.0	1621.0	703.0	1376.0	1322.0	4105.0	1319.0	4578.0	3908.0	693.0	3814.0	7397.0	4424.0	4196.0	2908.0	369.0	1623.0	77347.7	1031106.0	1206386.34137	0.0
m104420/	386.0	1523.0	1224.0	197.0	1566.0	3796.0	1784.0	635.0	3018.0	1339.0	1847.0	645.0	2540.0	485.0	1132.0	1037.0	389.0	857.0	937.0	3391.0	839.0	3340.0	3020.0	240.0	2152.0	5205.0	3316.0	3134.0	2201.0	248.0	1328.0	53749.5	779833.0	985942.453737	0.0
m104422/	1117.0	2127.0	2320.0	470.0	2650.0	5450.0	3842.0	1012.0	4584.0	2894.0	2998.0	1503.0	4052.0	607.0	1666.0	1507.0	650.0	1336.0	1438.0	4540.0	1762.0	4522.0	5079.0	892.0	4994.0	8363.0	6060.0	5239.0	4635.0	437.0	1997.0	90740.8	1188100.0	1448890.30695	0.0
m104430/	559.0	1522.0	1659.0	292.0	2079.0	4889.0	3039.0	787.0	4149.0	2253.0	2450.0	1200.0	3655.0	535.0	1229.0	1157.0	466.0	991.0	1084.0	3638.0	1020.0	3572.0	2955.0	508.0	3110.0	6899.0	3404.0	3913.0	2593.0	287.0	1391.0	67282.0	902419.0	972302.680664	0.0
