rh.aparc.DKTatlas.area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV	rh_temporalpole_area
m104591/	818.0	2506.0	1869.0	291.0	2485.0	6042.0	3832.0	1360.0	4994.0	2619.0	2671.0	1284.0	5092.0	627.0	1749.0	1643.0	603.0	1614.0	1068.0	5102.0	1490.0	4753.0	4671.0	759.0	4854.0	10253.0	4488.0	5114.0	3743.0	349.0	1848.0	90590.5	1253972.0	1129050.9899	0.0
m104681/	753.0	2268.0	1671.0	410.0	2718.0	5648.0	3751.0	816.0	4240.0	2630.0	2622.0	1230.0	4639.0	595.0	1471.0	1334.0	537.0	1421.0	1182.0	4538.0	1173.0	4183.0	4227.0	600.0	4170.0	8762.0	4709.0	5004.0	3149.0	334.0	1582.0	82367.0	1099907.0	1468049.03365	0.0
m104697/	443.0	1792.0	1347.0	330.0	2322.0	4205.0	2421.0	747.0	4032.0	1723.0	2096.0	892.0	2833.0	551.0	1301.0	1271.0	444.0	910.0	758.0	4259.0	789.0	3939.0	2731.0	409.0	2507.0	5629.0	3329.0	3635.0	3316.0	321.0	1366.0	62649.2	955948.0	1293400.87387	0.0
m104882/	579.0	1794.0	1616.0	256.0	2095.0	4053.0	2768.0	916.0	4050.0	2023.0	2384.0	1088.0	3235.0	557.0	1437.0	1436.0	537.0	1174.0	1142.0	3715.0	1081.0	3549.0	3625.0	470.0	3401.0	7053.0	4086.0	4008.0	3670.0	370.0	1585.0	69753.3	896602.0	1251206.7557	0.0
m104965/	537.0	2253.0	1583.0	248.0	1913.0	4882.0	3117.0	994.0	4000.0	2375.0	2408.0	1100.0	4027.0	591.0	1335.0	1575.0	570.0	1403.0	1080.0	4243.0	1198.0	4159.0	3686.0	445.0	3649.0	7190.0	4137.0	3992.0	3151.0	327.0	1512.0	73680.2	959912.0	1199039.32271	0.0
m104966/	524.0	1236.0	1115.0	288.0	1552.0	2699.0	2012.0	1363.0	2911.0	2122.0	1114.0	1356.0	2612.0	455.0	1207.0	1087.0	600.0	927.0	474.0	2434.0	1016.0	3587.0	3246.0	460.0	3091.0	5907.0	2868.0	3337.0	1547.0	233.0	1397.0	54780.0	838032.0	1151107.2328	0.0
m104969/	604.0	2076.0	1828.0	231.0	2357.0	4457.0	2468.0	836.0	4316.0	1808.0	2381.0	917.0	3068.0	550.0	1127.0	1386.0	530.0	1110.0	1406.0	4076.0	1091.0	3972.0	3809.0	435.0	3399.0	7303.0	3665.0	4020.0	3381.0	306.0	1511.0	70423.7	1005537.0	1319958.9985	0.0
m105267/	809.0	2490.0	2218.0	351.0	2543.0	5093.0	3405.0	1062.0	4774.0	3065.0	2785.0	1378.0	4196.0	594.0	1692.0	2033.0	641.0	1628.0	1031.0	4622.0	1434.0	4668.0	4201.0	754.0	4383.0	9471.0	4676.0	5068.0	3752.0	371.0	1861.0	87058.6	1121985.0	1303060.25535	6.0
m105364/	472.0	1870.0	1852.0	266.0	1698.0	4471.0	2686.0	876.0	5327.0	2022.0	2822.0	1042.0	3323.0	640.0	1522.0	1007.0	406.0	969.0	1459.0	4100.0	1017.0	4583.0	3732.0	437.0	2977.0	6768.0	3588.0	4201.0	2738.0	281.0	1482.0	70634.7	1051058.0	1405623.31781	0.0
m105480/	702.0	2280.0	1562.0	167.0	1663.0	3879.0	2199.0	803.0	3438.0	1718.0	2124.0	922.0	3122.0	517.0	1496.0	1359.0	440.0	916.0	960.0	4639.0	1240.0	4369.0	3618.0	479.0	2781.0	6587.0	3650.0	3826.0	2996.0	323.0	1402.0	66176.7	890642.0	1092355.74634	0.0
m105551/	625.0	2346.0	1704.0	298.0	2194.0	5576.0	3046.0	880.0	3985.0	2270.0	2317.0	1139.0	4216.0	555.0	1416.0	1402.0	554.0	1145.0	909.0	5037.0	1193.0	4213.0	4254.0	571.0	3534.0	7516.0	5127.0	4602.0	3352.0	317.0	1672.0	77962.8	980637.0	951585.503041	0.0
m105553/	773.0	2612.0	1950.0	514.0	2817.0	6054.0	3293.0	936.0	5432.0	2555.0	3309.0	1407.0	4408.0	655.0	1394.0	1202.0	476.0	1211.0	1650.0	4879.0	1122.0	4597.0	4210.0	644.0	4065.0	8507.0	4288.0	5033.0	3122.0	298.0	1706.0	85120.3	1037321.0	1094768.66362	0.0
m105555/	485.0	1855.0	1547.0	366.0	2184.0	5510.0	3460.0	765.0	4181.0	2531.0	2336.0	1182.0	4272.0	563.0	1481.0	1450.0	587.0	1263.0	974.0	3611.0	857.0	3902.0	4039.0	725.0	3774.0	7541.0	4785.0	4901.0	3137.0	340.0	1530.0	76133.8	964738.0	1290125.43209	0.0
m105592/	518.0	1962.0	1536.0	272.0	1936.0	3904.0	3016.0	850.0	4485.0	2073.0	2062.0	1075.0	3447.0	484.0	1312.0	1129.0	397.0	955.0	1003.0	4635.0	980.0	3912.0	3927.0	452.0	3195.0	6056.0	3986.0	3869.0	3041.0	286.0	1521.0	68277.2	958240.0	1282205.8014	0.0
m105651/	565.0	1899.0	1806.0	156.0	1595.0	4038.0	2108.0	718.0	3898.0	1786.0	2681.0	798.0	2905.0	513.0	1277.0	1005.0	497.0	1067.0	1268.0	3358.0	971.0	3445.0	3077.0	435.0	3466.0	6925.0	3267.0	3768.0	2167.0	198.0	1269.0	62926.1	840549.0	981444.420929	0.0
m105713/	817.0	2548.0	1477.0	331.0	2113.0	5150.0	3305.0	987.0	4173.0	2312.0	2284.0	1064.0	4338.0	618.0	1645.0	1571.0	658.0	1443.0	701.0	4398.0	1180.0	5019.0	4440.0	596.0	4100.0	7988.0	4423.0	4291.0	3050.0	322.0	1584.0	78925.1	1108227.0	982084.541678	0.0
m105719/	491.0	1781.0	1676.0	239.0	2175.0	4442.0	2747.0	777.0	4240.0	1845.0	2385.0	986.0	3262.0	519.0	1525.0	1237.0	485.0	1256.0	1050.0	4698.0	1047.0	4080.0	3855.0	449.0	3124.0	6681.0	4173.0	3904.0	3074.0	340.0	1474.0	70015.0	989705.0	1305392.15142	0.0
m105721/	659.0	1771.0	1901.0	345.0	2306.0	5147.0	3058.0	856.0	4865.0	2823.0	2326.0	1302.0	3913.0	481.0	1575.0	1011.0	479.0	994.0	899.0	3827.0	1127.0	3739.0	3835.0	685.0	3883.0	7224.0	3514.0	3991.0	2540.0	266.0	1433.0	72776.9	1045301.0	1082881.69311	0.0
m105781/	813.0	2572.0	1960.0	319.0	2261.0	6356.0	3245.0	891.0	4887.0	2934.0	2614.0	1427.0	4242.0	601.0	1556.0	1596.0	532.0	1325.0	1333.0	4861.0	1164.0	4395.0	4425.0	677.0	3809.0	8380.0	5310.0	4491.0	3260.0	304.0	1749.0	84289.8	1126313.0	1337388.9193	0.0
m105841/	834.0	2827.0	1962.0	410.0	2530.0	6188.0	3410.0	1080.0	5250.0	2896.0	2958.0	1536.0	4464.0	716.0	2129.0	1704.0	623.0	1638.0	1315.0	4974.0	1589.0	5053.0	4543.0	748.0	3982.0	9460.0	4864.0	5397.0	3416.0	407.0	2169.0	91074.9	1264980.0	1106657.89229	0.0
m105847/	1273.0	2299.0	1961.0	562.0	2842.0	5923.0	3871.0	1191.0	5062.0	2763.0	3265.0	1499.0	4184.0	693.0	1837.0	1500.0	608.0	1675.0	1390.0	5982.0	1521.0	5057.0	4978.0	992.0	4141.0	8571.0	6333.0	4829.0	4452.0	398.0	2122.0	93771.0	1235015.0	1496384.56101	0.0
m105848/	532.0	1760.0	1734.0	314.0	2205.0	4512.0	2831.0	786.0	4345.0	2598.0	2250.0	989.0	3986.0	574.0	1701.0	1167.0	629.0	1109.0	904.0	4282.0	1037.0	4087.0	3789.0	487.0	3741.0	8522.0	4360.0	4409.0	3366.0	329.0	1954.0	75289.9	1023651.0	963819.309019	0.0
m105901/	622.0	1927.0	2094.0	395.0	2621.0	6546.0	3118.0	1155.0	5253.0	2765.0	2754.0	1234.0	4884.0	774.0	1468.0	1653.0	588.0	1433.0	1186.0	4225.0	1148.0	4134.0	4518.0	538.0	4171.0	8930.0	4606.0	4810.0	3501.0	357.0	2033.0	85438.9	1193841.0	1480495.52034	0.0
m105905/	610.0	2049.0	2011.0	283.0	2644.0	5201.0	2716.0	1034.0	4378.0	2640.0	2927.0	1270.0	3574.0	621.0	1512.0	1523.0	787.0	1638.0	1346.0	4272.0	1178.0	4956.0	4217.0	653.0	3790.0	7798.0	4520.0	4850.0	3346.0	377.0	1911.0	80631.0	1076551.0	1186580.50337	0.0
m105918/	718.0	1859.0	1407.0	284.0	1669.0	4024.0	2254.0	716.0	3773.0	2064.0	1824.0	1101.0	3183.0	454.0	1179.0	1649.0	566.0	1386.0	781.0	3268.0	872.0	4678.0	2211.0	689.0	3082.0	6267.0	2379.0	4393.0	2538.0	403.0	1635.0	63305.8	925362.0	949377.978455	0.0
m105935/	849.0	2112.0	1727.0	240.0	2058.0	5229.0	2897.0	1099.0	4463.0	2269.0	2508.0	1110.0	4219.0	615.0	1503.0	1574.0	509.0	1310.0	1012.0	4210.0	1247.0	4538.0	4274.0	656.0	4225.0	8328.0	4884.0	4520.0	3102.0	343.0	1792.0	79424.8	1066798.0	1325686.47427	0.0
m105952/	615.0	2124.0	1605.0	305.0	2332.0	4267.0	2398.0	886.0	4110.0	1995.0	2263.0	908.0	3052.0	515.0	1680.0	1345.0	589.0	1357.0	924.0	4062.0	1247.0	4231.0	3400.0	614.0	3330.0	7458.0	3597.0	4410.0	3164.0	331.0	1613.0	70724.8	1007095.0	1289913.41506	0.0
m105953/	673.0	2588.0	1630.0	307.0	2256.0	4678.0	2690.0	893.0	3895.0	1683.0	2059.0	1027.0	3092.0	498.0	1315.0	1380.0	471.0	1081.0	1064.0	3872.0	1272.0	4229.0	3204.0	451.0	3226.0	7688.0	4156.0	3664.0	2803.0	308.0	1553.0	69702.0	1063438.0	1473528.71189	0.0
m105999/	563.0	2018.0	1916.0	494.0	2379.0	5030.0	3511.0	1114.0	5620.0	2641.0	2744.0	1210.0	4320.0	642.0	1505.0	1621.0	592.0	1652.0	1200.0	3960.0	1040.0	4035.0	3963.0	507.0	3950.0	8717.0	4483.0	5057.0	3742.0	393.0	1978.0	82599.4	1145368.0	1089063.92739	0.0
m106075/	507.0	1887.0	1534.0	251.0	2231.0	4167.0	2407.0	751.0	4213.0	1862.0	2359.0	779.0	3444.0	493.0	1165.0	1613.0	506.0	1118.0	1143.0	3656.0	889.0	3810.0	3528.0	362.0	2798.0	5835.0	3852.0	4191.0	2792.0	368.0	1443.0	65954.4	895419.0	1144971.3308	0.0
m106148/	600.0	1883.0	1572.0	231.0	2044.0	4773.0	2717.0	926.0	4069.0	2114.0	2324.0	1075.0	3600.0	568.0	1357.0	1392.0	583.0	1159.0	1143.0	4002.0	1126.0	3968.0	3591.0	545.0	3175.0	7050.0	3988.0	4254.0	2946.0	293.0	1572.0	70639.1	920047.0	1249108.5715	0.0
m106149/	793.0	1820.0	1741.0	389.0	2223.0	4372.0	3152.0	942.0	4569.0	2497.0	3013.0	1313.0	3360.0	481.0	1109.0	1431.0	565.0	1203.0	1243.0	4097.0	985.0	3694.0	3579.0	717.0	2722.0	6088.0	4658.0	4139.0	2696.0	289.0	1616.0	71494.9	995370.0	1095096.15231	0.0
m106229/	677.0	2699.0	1735.0	349.0	2918.0	5824.0	3244.0	1052.0	5090.0	3193.0	2637.0	1410.0	3967.0	507.0	1625.0	1893.0	607.0	1823.0	1071.0	4719.0	1199.0	4683.0	4666.0	618.0	4066.0	7958.0	4761.0	4629.0	3401.0	306.0	1832.0	85160.0	1116836.0	1419497.07138	0.0
m106485/	448.0	1656.0	1434.0	196.0	1994.0	3650.0	1825.0	751.0	3903.0	1751.0	2293.0	817.0	2843.0	522.0	1185.0	1257.0	386.0	1064.0	1039.0	3399.0	841.0	3405.0	2973.0	383.0	2290.0	5610.0	3497.0	3460.0	2245.0	267.0	1425.0	58810.4	901891.0	1209966.53628	0.0
m106634/	655.0	2198.0	2381.0	345.0	2568.0	5653.0	2727.0	1156.0	5549.0	2483.0	3130.0	1182.0	4154.0	545.0	1518.0	1465.0	654.0	1547.0	1866.0	4135.0	1087.0	4474.0	4771.0	628.0	4329.0	8337.0	4678.0	4707.0	3428.0	382.0	1706.0	84437.1	1106013.0	1404081.32763	0.0
m106647/	718.0	2039.0	1682.0	340.0	2419.0	5094.0	2936.0	850.0	4686.0	2829.0	2278.0	1407.0	3799.0	588.0	1372.0	1715.0	674.0	1435.0	1084.0	4132.0	1114.0	4296.0	3898.0	724.0	3514.0	8244.0	4221.0	4317.0	3127.0	280.0	1593.0	77407.5	1026057.0	1242464.82605	0.0
m106662/	826.0	1850.0	1638.0	273.0	2464.0	4096.0	2687.0	954.0	3900.0	2357.0	2232.0	1042.0	3315.0	624.0	1282.0	1475.0	600.0	1423.0	980.0	3804.0	1302.0	3792.0	3553.0	568.0	3513.0	7389.0	4017.0	3924.0	3262.0	276.0	1584.0	71001.6	973629.0	1274289.20046	0.0
m106664/	735.0	2234.0	1772.0	325.0	2419.0	5282.0	3073.0	911.0	4124.0	2500.0	2665.0	1494.0	4143.0	628.0	1464.0	1294.0	605.0	1210.0	942.0	3688.0	1177.0	4187.0	4035.0	571.0	4012.0	7993.0	4895.0	4228.0	2673.0	275.0	1853.0	77405.9	1053195.0	1364451.59477	0.0
m106695/	456.0	1566.0	1894.0	224.0	1813.0	4127.0	2328.0	723.0	3982.0	2151.0	2530.0	1020.0	3129.0	570.0	1366.0	1314.0	509.0	1095.0	1205.0	3779.0	1013.0	3293.0	3334.0	380.0	2797.0	6446.0	4307.0	3648.0	2490.0	255.0	1659.0	65403.6	914644.0	963087.366542	0.0
m106740/	806.0	2987.0	2316.0	321.0	3084.0	6074.0	3677.0	1135.0	6306.0	3030.0	3563.0	1474.0	4588.0	700.0	1972.0	1647.0	686.0	1696.0	1739.0	4842.0	1293.0	5768.0	5192.0	745.0	4798.0	10076.0	5183.0	5329.0	3916.0	396.0	2011.0	97351.8	1371344.0	1267200.40909	0.0
m106910/	698.0	2305.0	1824.0	362.0	2443.0	4962.0	3046.0	972.0	4891.0	2480.0	3180.0	1162.0	4014.0	711.0	1707.0	1431.0	595.0	1271.0	1169.0	3846.0	1264.0	4641.0	4100.0	567.0	4168.0	8396.0	4258.0	4593.0	2963.0	347.0	1636.0	80002.5	1063706.0	1037180.94056	0.0
m107012/	558.0	2172.0	1540.0	257.0	2278.0	5798.0	2827.0	999.0	4284.0	2511.0	2517.0	1143.0	3973.0	548.0	1365.0	1385.0	509.0	1315.0	1142.0	3943.0	1117.0	4642.0	4277.0	503.0	3274.0	6779.0	4693.0	4355.0	3113.0	287.0	1677.0	75779.3	1045740.0	1303984.91706	0.0
m107026/	776.0	2442.0	2103.0	301.0	2615.0	6155.0	3414.0	1023.0	5676.0	2944.0	3455.0	1467.0	4467.0	679.0	1815.0	1858.0	655.0	1762.0	1387.0	5005.0	1517.0	5380.0	4337.0	696.0	4363.0	10128.0	5857.0	5293.0	3956.0	358.0	2112.0	93996.6	1301875.0	1399883.54873	0.0
m107177/	663.0	2351.0	2022.0	339.0	2516.0	5614.0	3482.0	1015.0	5376.0	2305.0	2798.0	1091.0	4583.0	552.0	2031.0	1402.0	583.0	1098.0	1082.0	4306.0	1203.0	4994.0	4499.0	626.0	3781.0	9024.0	4912.0	4691.0	3255.0	289.0	1616.0	84098.1	1099379.0	1166006.53505	0.0
m107217/	767.0	2431.0	1861.0	333.0	2450.0	5390.0	3700.0	1129.0	4578.0	2393.0	3071.0	1335.0	4270.0	597.0	1607.0	1586.0	655.0	1574.0	1112.0	4248.0	1404.0	4724.0	4719.0	792.0	4401.0	8848.0	4943.0	4998.0	3539.0	356.0	1839.0	85650.3	1146714.0	1329935.06101	0.0
m107271/	627.0	2056.0	1885.0	232.0	2326.0	4544.0	3194.0	1133.0	4290.0	2789.0	2723.0	1194.0	4177.0	617.0	1609.0	1937.0	736.0	1753.0	1172.0	4392.0	1398.0	4592.0	4464.0	616.0	3850.0	8769.0	5254.0	4824.0	3482.0	350.0	1981.0	82965.5	1108177.0	1162106.77415	0.0
m107296/	520.0	1700.0	1371.0	237.0	2095.0	4016.0	2600.0	1001.0	4353.0	1562.0	2371.0	838.0	3239.0	534.0	1343.0	1414.0	436.0	1256.0	1265.0	3850.0	1059.0	3899.0	3667.0	343.0	2851.0	7328.0	4396.0	3547.0	3193.0	307.0	1398.0	67990.1	933854.0	1237558.74041	0.0
m107301/	668.0	1577.0	1620.0	263.0	1882.0	4159.0	2516.0	740.0	3332.0	2204.0	2480.0	1026.0	3121.0	440.0	1223.0	1156.0	494.0	1097.0	916.0	3250.0	1087.0	3616.0	3260.0	466.0	3616.0	6562.0	3645.0	4035.0	2530.0	276.0	1409.0	64665.4	901809.0	1057423.22788	0.0
m107324/	625.0	1855.0	1614.0	369.0	2645.0	4635.0	3025.0	980.0	4370.0	2263.0	2274.0	1184.0	3484.0	546.0	1631.0	1333.0	596.0	1240.0	1015.0	4217.0	1291.0	3946.0	4012.0	585.0	3895.0	7616.0	4282.0	4199.0	3199.0	340.0	1793.0	75057.5	1008077.0	1250917.03437	0.0
m107386/	509.0	2050.0	1568.0	427.0	2380.0	5406.0	3957.0	974.0	4307.0	2442.0	2923.0	1173.0	4413.0	628.0	1585.0	1381.0	627.0	1395.0	978.0	3893.0	1295.0	4107.0	3829.0	614.0	4102.0	8280.0	4287.0	4258.0	3399.0	293.0	1827.0	79306.9	1118453.0	1154361.4238	0.0
m107411/	642.0	2107.0	2234.0	242.0	2555.0	5736.0	3842.0	1127.0	4972.0	3033.0	3448.0	1440.0	4482.0	616.0	1609.0	1824.0	736.0	1611.0	1564.0	4308.0	1353.0	4077.0	4997.0	636.0	3943.0	8575.0	5351.0	4782.0	3798.0	310.0	1632.0	87581.1	1100349.0	1432890.55754	0.0
m107449/	877.0	2198.0	2421.0	242.0	2641.0	4910.0	3769.0	1098.0	5290.0	2677.0	3292.0	1353.0	4840.0	751.0	1772.0	1575.0	616.0	1509.0	1681.0	4764.0	1562.0	5080.0	5099.0	747.0	4636.0	9327.0	5042.0	5265.0	4138.0	447.0	1860.0	91478.0	1215108.0	1426478.51003	0.0
m107938/	726.0	1698.0	1833.0	329.0	2143.0	5516.0	2936.0	902.0	4724.0	2822.0	2950.0	1371.0	3747.0	565.0	1469.0	1420.0	576.0	1664.0	1153.0	4485.0	1154.0	4433.0	4381.0	778.0	3786.0	7962.0	4472.0	4719.0	3135.0	327.0	1819.0	79993.9	1074601.0	1320755.25307	0.0
m107957/	873.0	2630.0	1935.0	297.0	2715.0	5485.0	3677.0	1137.0	4633.0	2992.0	3231.0	1280.0	4279.0	715.0	1626.0	1303.0	698.0	1580.0	1477.0	4868.0	1403.0	4968.0	4237.0	863.0	4860.0	9190.0	5236.0	5282.0	4274.0	408.0	1970.0	90121.8	1299955.0	1444073.18997	0.0
m107994/	735.0	2047.0	1916.0	330.0	2583.0	4599.0	2878.0	936.0	4519.0	2243.0	2224.0	983.0	3431.0	625.0	1649.0	1529.0	574.0	1259.0	1061.0	4816.0	1523.0	4574.0	4015.0	598.0	4234.0	8568.0	4532.0	3963.0	2975.0	284.0	1512.0	77717.7	1038735.0	1324499.7333	0.0
m108060/	619.0	2482.0	1908.0	361.0	2331.0	5269.0	3277.0	1350.0	5265.0	2220.0	2598.0	989.0	4160.0	575.0	1625.0	1421.0	585.0	1306.0	1106.0	4100.0	1121.0	4121.0	3784.0	443.0	3548.0	8483.0	4338.0	4226.0	2877.0	326.0	1685.0	78496.7	1064404.0	1205819.84579	0.0
m108324/	622.0	2715.0	2152.0	432.0	2419.0	5035.0	3382.0	1016.0	4150.0	2502.0	2656.0	1349.0	3445.0	600.0	1625.0	1497.0	507.0	1246.0	1070.0	4431.0	1319.0	4559.0	4794.0	766.0	3966.0	8807.0	5092.0	4406.0	3480.0	323.0	1688.0	82053.5	1087765.0	971182.615475	0.0
m108326/	777.0	1796.0	1906.0	337.0	2862.0	5219.0	3575.0	1125.0	5256.0	3045.0	2113.0	1360.0	3974.0	551.0	1312.0	1526.0	614.0	1698.0	1184.0	4031.0	1397.0	4347.0	4646.0	630.0	4606.0	7986.0	4411.0	5165.0	3336.0	461.0	1688.0	82932.1	1130400.0	1160568.57112	0.0
m108385/	509.0	1530.0	1615.0	280.0	2324.0	5114.0	3213.0	849.0	3693.0	2484.0	2257.0	1204.0	3562.0	598.0	1250.0	1387.0	552.0	1246.0	794.0	3830.0	1005.0	3621.0	4385.0	664.0	3819.0	6749.0	4340.0	4414.0	3039.0	308.0	1750.0	72385.4	1009635.0	1165294.15208	0.0
m108555/	631.0	2184.0	2127.0	321.0	2563.0	5141.0	3998.0	1295.0	4979.0	2437.0	2931.0	1294.0	5005.0	654.0	1652.0	1828.0	552.0	1791.0	1190.0	5144.0	1346.0	4716.0	4878.0	620.0	4445.0	9231.0	4710.0	5239.0	3621.0	415.0	1888.0	88822.1	1129446.0	1058801.67134	0.0
m108581/	664.0	2302.0	1801.0	297.0	2476.0	5292.0	3185.0	951.0	4651.0	2657.0	2403.0	1146.0	4266.0	527.0	1329.0	1483.0	519.0	1353.0	1123.0	4381.0	1249.0	4361.0	3804.0	790.0	4057.0	8222.0	4416.0	5068.0	3795.0	379.0	1777.0	80723.4	1119929.0	1106018.63327	0.0
m108583/	903.0	2199.0	1806.0	409.0	2809.0	5017.0	3732.0	861.0	5405.0	2822.0	2447.0	1386.0	4401.0	557.0	1302.0	2170.0	569.0	1366.0	997.0	3700.0	1434.0	4312.0	3609.0	882.0	3536.0	7969.0	4636.0	4630.0	3066.0	331.0	1720.0	80980.1	1055591.0	1035316.57758	0.0
m108597/	667.0	2439.0	1821.0	373.0	2636.0	4655.0	3160.0	893.0	4915.0	2364.0	2580.0	1233.0	3635.0	475.0	1408.0	1899.0	619.0	1325.0	1380.0	4125.0	1163.0	4868.0	4223.0	530.0	4126.0	8722.0	4895.0	4506.0	3720.0	359.0	1580.0	81293.0	1046237.0	1391210.17114	0.0
m108839/	633.0	2246.0	1638.0	216.0	2245.0	5215.0	2760.0	1172.0	4357.0	2590.0	2651.0	1207.0	3723.0	577.0	1355.0	1811.0	563.0	1537.0	1041.0	4212.0	1136.0	4228.0	4276.0	663.0	3937.0	7772.0	5074.0	4241.0	3150.0	341.0	1712.0	78280.0	1058694.0	1083536.21816	0.0
m108879/	652.0	1968.0	1963.0	291.0	1807.0	4773.0	2347.0	739.0	4351.0	2364.0	2671.0	1191.0	3675.0	534.0	1416.0	1311.0	591.0	1477.0	1167.0	3812.0	1136.0	3630.0	3920.0	534.0	4594.0	7429.0	4316.0	4131.0	3036.0	303.0	1819.0	73948.5	993947.0	937755.934976	0.0
m108912/	795.0	1953.0	1733.0	286.0	2089.0	5299.0	3083.0	942.0	4559.0	2853.0	2919.0	1199.0	4044.0	560.0	1366.0	1175.0	714.0	1301.0	1339.0	4069.0	1143.0	4732.0	3752.0	720.0	3818.0	8711.0	4236.0	4300.0	2859.0	296.0	1871.0	78715.5	1066245.0	1037030.74423	0.0
m109319/	585.0	1809.0	1483.0	248.0	1939.0	3672.0	2382.0	890.0	3483.0	1579.0	2401.0	901.0	3082.0	504.0	1421.0	1235.0	448.0	1167.0	979.0	3935.0	1112.0	3827.0	3095.0	422.0	3268.0	6609.0	3680.0	3499.0	2651.0	279.0	1534.0	64119.6	939433.0	1323618.44142	0.0
m109502/	893.0	2131.0	1877.0	422.0	2265.0	5546.0	3516.0	1084.0	5232.0	3028.0	2941.0	1427.0	4240.0	606.0	1703.0	1663.0	657.0	1767.0	1368.0	3932.0	1124.0	3927.0	4517.0	919.0	3844.0	8133.0	4294.0	4196.0	2784.0	302.0	2015.0	82354.8	1172830.0	974744.962988	0.0
m109785/	566.0	1767.0	1593.0	325.0	2530.0	4026.0	2351.0	879.0	5114.0	2628.0	1978.0	1214.0	3829.0	646.0	1488.0	1684.0	672.0	1449.0	806.0	4470.0	1174.0	4033.0	3565.0	457.0	3959.0	8288.0	3356.0	5174.0	3864.0	384.0	1906.0	76174.7	998442.0	1399518.01678	0.0
m109854/	461.0	1474.0	1124.0	185.0	1612.0	3051.0	1948.0	745.0	2803.0	1667.0	1851.0	938.0	2549.0	471.0	1013.0	959.0	423.0	795.0	753.0	3199.0	835.0	3119.0	2548.0	388.0	2236.0	5034.0	3136.0	3356.0	2062.0	321.0	1473.0	52528.7	783371.0	1111641.23112	0.0
